Ticker,Earning Date,RSI,MFI,adjclose_SMA_12,adjclose_SMA_30,adjclose_EWMA_12,adjclose_EWMA_30,adjclose_UpperBand,adjclose_LowerBand,SMA_12_SMA_30,EWMA_12_EWMA_30,UpperBand_LowerBand
A,2016-08-17,64.69403778965824,55.14605319379181,1.015658982862257,1.0291191902238035,0.9658053983723139,0.981711723264281,0.9902928560340982,1.0711142837802354,1.013252683812842,1.0164694926315117,1.0816136633256237
A,2016-11-15,50.848449619927855,49.16038632977775,1.0094498911929324,1.0028128217200984,0.9578526353130713,0.9577487819970537,0.9462794989650453,1.0665302530831613,0.9934250629667308,0.9998915769376323,1.127077416608555
A,2017-02-14,65.80902914895667,63.517596702326045,1.0166788675323029,1.0372722296653085,0.9728300245713299,0.993872503119001,0.9915041379042515,1.0874701371915383,1.0202555229489427,1.0216301697276904,1.096788299330884
A,2017-05-22,57.895287803106214,66.35836990626376,0.9957238539071699,1.0187780575463872,0.9616208054323705,0.9760730930693841,0.965029967020621,1.0788663536872978,1.0231532101483296,1.0150290920863712,1.1179615043646038
A,2017-08-15,45.33284319839486,46.14749443246191,0.9923958217658029,0.9852985903874659,0.9573745127909048,0.954990350459203,0.9599369466877006,1.0120367159375379,0.9928483864777781,0.9975096868572869,1.054274157724223
A,2017-11-20,71.4280785667236,64.50379216041895,1.0280424801330925,1.0353962770411025,0.9906481540355794,1.0016609821501432,1.0110879072408219,1.0609022737072173,1.007153203345311,1.0111167906281369,1.0492680864934236
A,2018-02-14,48.999103605396996,51.94676735176508,1.0032025073705582,0.9820820676959591,0.9732195330968084,0.9640858557720322,0.918513039013278,1.055104397083319,0.9789469827682581,0.9906149876629452,1.1487092205210017
A,2018-05-14,60.458411426826316,51.422276280107845,1.027973089274588,1.0334992315158353,0.9889918505273027,0.9941176604644947,0.9920750635016692,1.0785334770123058,1.0053757654737314,1.0051828636752256,1.0871490643111918
A,2018-08-14,58.22906177840905,52.364457119888755,1.0089937973233822,1.03253560941607,0.9811735037724914,0.9949600540487827,0.9793355419100161,1.0918476276266798,1.0233319690915232,1.014051082936182,1.1148861456587484
A,2018-11-19,39.33962586948189,55.063933079349816,0.9561576375371366,0.9618988914142446,0.9419675884950036,0.9312685743209256,0.9069632949566876,1.0239185762493594,1.0060045055874847,0.9886418446826053,1.12895260695005
A,2019-02-20,70.91298886602678,66.88230695905776,1.0229498415802047,1.0639122437838477,0.9999912102678562,1.0330542956614697,0.9810872013115438,1.162011196201114,1.0400434122364848,1.0330633760118324,1.1844117369462228
A,2019-05-14,43.817797358409884,44.666924294191816,0.983555612150278,0.9702536243930334,0.9682782196144518,0.9569271945116377,0.9145452997319956,1.0331889724045347,0.9864756119604021,0.9882771037570856,1.1297296839285131
A,2019-08-14,36.60623418316908,43.86210756326413,0.9641686849035186,0.9369417903478322,0.9470160681575736,0.9276874441747406,0.8720763379280904,1.0122320945458503,0.9717612747831457,0.9795899725118319,1.16071500913641
A,2019-11-25,68.6440898635356,63.07906316691857,1.0288094915150814,1.048077122695337,1.0088272739303392,1.0251418930866651,1.0091036352424378,1.0901820100489652,1.0187280845862736,1.0161718656681087,1.0803469257020843
