release_date,ticker,compound_sentiment
2016-01-01,AA,0.5267
2016-01-01,AAPL,0.09825
2016-01-01,BAC,0.0
2016-01-01,GILD,0.2023
2016-01-01,GS,-0.6249
2016-01-01,NFLX,0.3818
2016-01-01,XOM,0.0
2016-01-02,XOM,-0.4939
2016-01-03,AAPL,0.4939
2016-01-03,BLK,0.0
2016-01-03,COP,-0.2732
2016-01-03,DIS,0.5994
2016-01-03,DNKN,0.2023
2016-01-03,EMR,0.0
2016-01-03,GS,0.0
2016-01-03,INTC,0.0
2016-01-03,IP,0.0
2016-01-04,AAPL,-0.555
2016-01-04,ABT,0.2023
2016-01-04,AIG,0.2263
2016-01-04,BA,0.7506
2016-01-04,BFb,0.4404
2016-01-04,BIDU,0.0
2016-01-04,BRKb,0.0
2016-01-04,CMG,-0.43895
2016-01-04,DIS,-0.4019
2016-01-04,GE,0.0
2016-01-04,GM,0.0
2016-01-04,GOOG,0.0
2016-01-04,GS,-0.09979999999999999
2016-01-04,IP,0.0
2016-01-04,MCD,0.5106
2016-01-04,MSFT,0.04626000000000001
2016-01-04,NEM,-0.1027
2016-01-04,NFLX,0.10115
2016-01-04,TM,0.0
2016-01-04,VALE,-0.3412
2016-01-04,VZ,-0.296
2016-01-04,XOM,-0.3818
2016-01-05,AAPL,-0.004366666666666673
2016-01-05,ACHC,0.3818
2016-01-05,ANF,0.0
2016-01-05,APLO,0.0
2016-01-05,BA,0.5719
2016-01-05,BAC,0.1909
2016-01-05,BDX,0.743
2016-01-05,BHC,0.0
2016-01-05,CME,0.0
2016-01-05,DAL,0.2202
2016-01-05,DIS,0.1525
2016-01-05,GOOG,0.011099999999999999
2016-01-05,GS,-0.5994
2016-01-05,JPM,-0.4588
2016-01-05,KSS,0.0
2016-01-05,MSFT,0.4965
2016-01-05,NEM,0.0
2016-01-05,NFLX,-0.4939
2016-01-05,NS,0.0
2016-01-05,PBR,0.0
2016-01-05,TM,0.2553
2016-01-05,TSLA,0.0
2016-01-05,VIAC,-0.5859
2016-01-05,VZ,0.0772
2016-01-05,YUM,0.0
2016-01-06,AAPL,0.010290909090909094
2016-01-06,AMZN,0.1779
2016-01-06,AN,0.2263
2016-01-06,BHC,0.0
2016-01-06,BKR,0.0
2016-01-06,C,-0.34
2016-01-06,CMG,0.0
2016-01-06,CTL,0.128
2016-01-06,DD,-0.296
2016-01-06,DIS,-0.5574
2016-01-06,GM,0.0
2016-01-06,GOOG,-0.20095
2016-01-06,JPM,-0.10115
2016-01-06,LLY,-0.5719
2016-01-06,MIDD,0.0
2016-01-06,MS,0.0
2016-01-06,MSFT,-0.0386
2016-01-06,NFLX,-0.19110000000000002
2016-01-06,NSC,-0.5423
2016-01-06,NTAP,0.0
2016-01-06,SYY,0.0
2016-01-06,TM,-0.128
2016-01-06,TSLA,0.4215
2016-01-06,UAL,0.4215
2016-01-06,WMT,-0.5574
2016-01-07,AAPL,0.046816666666666666
2016-01-07,ADM,0.0
2016-01-07,ADSK,0.0
2016-01-07,AIG,0.0
2016-01-07,APLO,-0.5574
2016-01-07,BAC,0.009199999999999986
2016-01-07,BBBY,0.1779
2016-01-07,BX,0.128
2016-01-07,CMG,0.10565
2016-01-07,FCX,-0.7845
2016-01-07,GS,-0.0746666666666667
2016-01-07,INTC,0.4767
2016-01-07,LMT,0.4019
2016-01-07,MSFT,0.296
2016-01-07,NFLX,-0.12726666666666667
2016-01-07,SLB,0.0
2016-01-07,TM,0.2294
2016-01-07,TSLA,0.0
2016-01-07,UAA,0.4939
2016-01-07,UAL,0.5994
2016-01-07,UNH,0.0
2016-01-07,WFC,0.1027
2016-01-07,WMT,0.0
2016-01-08,AA,-0.2202
2016-01-08,AAPL,-0.2793285714285714
2016-01-08,BA,0.5719
2016-01-08,BK,0.0
2016-01-08,CALM,0.4648
2016-01-08,CSIQ,-0.4767
2016-01-08,DLTR,0.0
2016-01-08,GM,-0.6908
2016-01-08,GOOG,-0.030949999999999978
2016-01-08,GS,0.2473
2016-01-08,INTC,-0.2732
2016-01-08,JPM,-0.3182
2016-01-08,MS,0.0
2016-01-08,MSFT,-0.48945
2016-01-08,MYL,0.0
2016-01-08,NFLX,-0.5106
2016-01-08,NS,0.0
2016-01-08,SLB,0.4019
2016-01-08,VALE,0.0
2016-01-09,AMZN,0.4019
2016-01-09,C,0.0
2016-01-09,DIS,-0.5574
2016-01-09,GM,-0.3182
2016-01-09,JNPR,0.0772
2016-01-09,SRE,-0.34
2016-01-09,TM,0.128
2016-01-09,WMT,0.0
2016-01-10,AAPL,0.1607333333333333
2016-01-10,AMZN,0.0
2016-01-10,BAC,0.3062
2016-01-10,GM,0.1779
2016-01-10,INTC,-0.7784
2016-01-10,KBH,0.5106
2016-01-10,KSS,0.0
2016-01-10,MSFT,-0.6597
2016-01-10,NFLX,-0.16770000000000002
2016-01-10,TSLA,0.2074
2016-01-11,AA,0.2023
2016-01-11,AAPL,-0.06172500000000003
2016-01-11,ARCH,-0.296
2016-01-11,BAC,0.2023
2016-01-11,BAX,0.0
2016-01-11,CMG,-0.4215
2016-01-11,DIS,0.0
2016-01-11,GE,0.34695
2016-01-11,GM,0.0
2016-01-11,GS,-0.17903333333333335
2016-01-11,HUM,0.128
2016-01-11,IBM,0.0
2016-01-11,INTC,0.2023
2016-01-11,JPM,-0.1779
2016-01-11,LHX,0.0
2016-01-11,MCK,0.0258
2016-01-11,MIDD,0.0
2016-01-11,MS,-0.638075
2016-01-11,MSFT,0.029600000000000015
2016-01-11,MSI,0.3818
2016-01-11,NFLX,-0.31245
2016-01-11,PPG,0.2023
2016-01-11,TSLA,0.028599999999999997
2016-01-11,UAL,-0.7845
2016-01-11,WHR,0.0
2016-01-12,AA,-0.4215
2016-01-12,AAPL,-0.09106666666666667
2016-01-12,AGN,0.0
2016-01-12,AIG,0.296
2016-01-12,ARCH,0.0
2016-01-12,BA,0.0
2016-01-12,BAC,0.0
2016-01-12,BLK,0.0
2016-01-12,CTSH,-0.7964
2016-01-12,CVX,-0.2732
2016-01-12,DIS,0.0
2016-01-12,DMRC,0.0
2016-01-12,FCX,0.0
2016-01-12,GM,-0.10600000000000001
2016-01-12,GOOG,0.1779
2016-01-12,GS,0.064
2016-01-12,HUM,0.0
2016-01-12,INTC,0.7351
2016-01-12,JPM,0.3818
2016-01-12,KSS,0.0
2016-01-12,LMT,-0.1779
2016-01-12,MS,-0.329
2016-01-12,MSFT,0.0
2016-01-12,NFLX,-0.23835
2016-01-12,NSC,-0.2732
2016-01-12,NWSA,0.4588
2016-01-12,RGLD,0.0
2016-01-12,SBUX,0.0
2016-01-12,TSLA,0.0
2016-01-12,UNH,-0.2584
2016-01-12,XOM,0.0
2016-01-13,AAPL,0.0
2016-01-13,AGN,0.0
2016-01-13,AMZN,0.1779
2016-01-13,BA,0.0
2016-01-13,BAC,0.0
2016-01-13,C,0.5574
2016-01-13,CHKP,0.0
2016-01-13,CI,0.0
2016-01-13,CME,0.4588
2016-01-13,CMG,0.24695
2016-01-13,CRM,0.0
2016-01-13,CSIQ,0.0
2016-01-13,FCX,0.21075
2016-01-13,GE,0.07415
2016-01-13,GOOG,0.2732
2016-01-13,GRMN,0.0
2016-01-13,GS,0.085
2016-01-13,HAS,0.3182
2016-01-13,ICE,0.4019
2016-01-13,INTC,-0.1909
2016-01-13,KO,-0.34
2016-01-13,MCHP,0.5423
2016-01-13,MS,-0.6705
2016-01-13,MSFT,0.0
2016-01-13,NFLX,0.0129
2016-01-13,PAYX,-0.2023
2016-01-13,QCOM,0.0
2016-01-13,SSRM,0.0
2016-01-13,TM,0.4019
2016-01-13,XOM,-0.2023
2016-01-14,AAPL,-0.08242000000000001
2016-01-14,AMZN,-0.2263
2016-01-14,BA,0.21075
2016-01-14,BAC,-0.044125000000000004
2016-01-14,BBY,0.6486
2016-01-14,C,0.5574
2016-01-14,DD,0.0
2016-01-14,FCX,0.0
2016-01-14,GE,0.0
2016-01-14,GM,-0.34
2016-01-14,GOOG,0.08026666666666665
2016-01-14,GS,0.13954999999999998
2016-01-14,IBM,0.0
2016-01-14,ILMN,0.0
2016-01-14,INTC,0.33525
2016-01-14,JPM,0.31974285714285716
2016-01-14,KO,0.1027
2016-01-14,LMT,0.4215
2016-01-14,MA,0.4939
2016-01-14,MS,0.0
2016-01-14,MSI,0.0
2016-01-14,NFLX,0.0
2016-01-14,NTRS,0.0
2016-01-14,RGLD,0.3182
2016-01-14,SBUX,-0.5574
2016-01-14,TAP,0.0
2016-01-14,TM,0.3818
2016-01-14,VZ,-0.1027
2016-01-14,WMT,0.0
2016-01-15,AAPL,-0.35150000000000003
2016-01-15,AMT,-0.2732
2016-01-15,AMZN,0.0
2016-01-15,BAC,0.1359
2016-01-15,BIIB,0.0
2016-01-15,C,0.11220000000000002
2016-01-15,COST,0.0
2016-01-15,DD,-0.5574
2016-01-15,GE,0.0
2016-01-15,GOOG,-0.5267
2016-01-15,GRMN,0.2023
2016-01-15,INTC,-0.02779999999999999
2016-01-15,JPM,-0.3715
2016-01-15,K,0.5106
2016-01-15,LBTYA,0.296
2016-01-15,MET,0.296
2016-01-15,MSFT,0.4019
2016-01-15,MU,-0.3818
2016-01-15,NTRS,-0.2732
2016-01-15,NWSA,-0.4767
2016-01-15,NXPI,0.0
2016-01-15,PBR,0.0
2016-01-15,TSLA,0.6705
2016-01-15,VALE,-0.296
2016-01-15,WHR,0.0
2016-01-16,AAPL,0.0
2016-01-16,BAC,0.0
2016-01-16,ECL,0.765
2016-01-16,GM,0.0
2016-01-16,GPC,0.4404
2016-01-16,GS,-0.5574
2016-01-16,SBUX,-0.7184
2016-01-16,SRE,-0.6597
2016-01-17,AAPL,-0.5994
2016-01-17,ARCH,0.0
2016-01-17,BAC,-0.24695
2016-01-17,BOKF,0.0
2016-01-17,CMG,0.0
2016-01-17,GE,-0.5832999999999999
2016-01-17,GOOG,0.0
2016-01-17,GWW,0.0
2016-01-17,INTC,0.0
2016-01-17,NFLX,0.0
2016-01-17,QCOM,0.0
2016-01-17,TM,0.0
2016-01-17,WMT,0.01865
2016-01-18,AAPL,0.0
2016-01-18,BA,0.4939
2016-01-18,ED,0.0
2016-01-18,GM,0.4939
2016-01-18,GS,-0.3352
2016-01-18,INTC,0.0
2016-01-18,JPM,0.0
2016-01-18,NCR,0.0
2016-01-18,PBR,0.128
2016-01-18,PG,0.0
2016-01-18,VIAC,0.2732
2016-01-18,WMT,0.0
2016-01-18,WYNN,0.0
2016-01-19,AAPL,0.47733333333333333
2016-01-19,AEP,0.4404
2016-01-19,AIG,0.0
2016-01-19,BAC,0.030899999999999993
2016-01-19,CB,0.3818
2016-01-19,CME,0.2732
2016-01-19,DAL,0.0
2016-01-19,DIS,-0.4588
2016-01-19,ETFC,0.0
2016-01-19,GD,-0.2732
2016-01-19,GM,0.0
2016-01-19,GOOG,-0.5574
2016-01-19,GS,0.1366
2016-01-19,IBM,-0.0593
2016-01-19,INFY,0.34
2016-01-19,INTC,-0.2263
2016-01-19,JNJ,-0.5994
2016-01-19,JPM,0.0
2016-01-19,MS,-0.3404
2016-01-19,MSFT,0.4404
2016-01-19,NFLX,-0.05103333333333334
2016-01-19,NWL,-0.3612
2016-01-19,SBUX,0.0
2016-01-19,TIF,-0.2732
2016-01-19,TM,0.0
2016-01-19,TMO,0.6705
2016-01-19,UBSG,-0.2732
2016-01-19,UNP,0.2023
2016-01-20,AAPL,0.05919999999999999
2016-01-20,ADBE,0.0
2016-01-20,AMZN,-0.148
2016-01-20,ARCH,0.0
2016-01-20,ASML,-0.296
2016-01-20,BA,0.0
2016-01-20,BAC,-0.40832500000000005
2016-01-20,BBY,0.6369
2016-01-20,BIDU,0.4019
2016-01-20,C,0.5106
2016-01-20,CME,-0.22223333333333337
2016-01-20,CMG,0.0
2016-01-20,DCMYY,-0.4767
2016-01-20,DIS,0.0
2016-01-20,GM,0.5267
2016-01-20,GOOG,0.5248
2016-01-20,GS,-0.009212499999999998
2016-01-20,HD,-0.4215
2016-01-20,IBM,-0.8074
2016-01-20,INTC,-0.17
2016-01-20,JNJ,-0.4215
2016-01-20,MS,-0.6597
2016-01-20,MSFT,-0.19368
2016-01-20,NFLX,0.04895714285714286
2016-01-20,TGT,0.4767
2016-01-20,TSLA,0.0
2016-01-20,VIAC,-0.3612
2016-01-20,WMT,-0.41055
2016-01-21,AAPL,-0.200075
2016-01-21,ALGT,0.4404
2016-01-21,BA,0.13276666666666667
2016-01-21,BAC,0.4404
2016-01-21,BKNG,0.0
2016-01-21,CAT,0.0
2016-01-21,CME,0.0
2016-01-21,DIS,0.0
2016-01-21,DNKN,0.3182
2016-01-21,GD,-0.5267
2016-01-21,GM,-0.195125
2016-01-21,GOOG,0.059325
2016-01-21,GS,0.2377
2016-01-21,ISRG,0.3919
2016-01-21,JBLU,-0.6361
2016-01-21,JPM,-0.0516
2016-01-21,KO,0.0
2016-01-21,MSFT,0.0
2016-01-21,NFLX,0.0
2016-01-21,NOC,0.0
2016-01-21,PG,0.0
2016-01-21,SBUX,-0.0013249999999999998
2016-01-21,SLB,0.5106
2016-01-21,UNP,0.0
2016-01-21,VZ,0.1101
2016-01-21,WMT,-0.3612
2016-01-22,AAPL,0.181675
2016-01-22,AIG,0.128
2016-01-22,AMZN,0.4939
2016-01-22,BA,0.128
2016-01-22,BAC,-0.25
2016-01-22,COST,-0.07160000000000001
2016-01-22,DAL,0.0
2016-01-22,DNKN,0.0
2016-01-22,DUK,-0.3818
2016-01-22,FCX,-0.0258
2016-01-22,GD,0.0
2016-01-22,GE,0.0516
2016-01-22,GM,-0.2263
2016-01-22,GOOG,-0.3182
2016-01-22,GS,0.18076666666666666
2016-01-22,HAS,0.0
2016-01-22,HOV,0.0
2016-01-22,LEN,0.7351
2016-01-22,LMT,-0.6597
2016-01-22,MSFT,0.21075
2016-01-22,NFLX,0.0
2016-01-22,SBUX,0.0
2016-01-22,SLB,0.0
2016-01-22,SRE,0.0258
2016-01-22,XOM,0.4404
2016-01-23,AAPL,-0.1591
2016-01-23,GM,0.0
2016-01-23,SRE,-0.0258
2016-01-23,TIF,0.0
2016-01-24,AAPL,0.020742857142857143
2016-01-24,ANSS,0.0
2016-01-24,BA,-0.040179999999999993
2016-01-24,BAC,0.4588
2016-01-24,GE,0.0
2016-01-24,GOLD,-0.5719
2016-01-24,GOOG,0.128
2016-01-24,IP,0.0
2016-01-24,JCI,0.25
2016-01-24,KMB,0.0516
2016-01-24,KO,-0.3612
2016-01-24,MCD,0.6608
2016-01-24,MSFT,0.0
2016-01-24,NFLX,0.0
2016-01-24,SLB,0.2294
2016-01-25,AAPL,0.17614000000000002
2016-01-25,AGN,0.0
2016-01-25,AMZN,0.4404
2016-01-25,ANSS,0.0
2016-01-25,ARCH,0.1366
2016-01-25,BA,0.0
2016-01-25,BHC,-0.296
2016-01-25,DE,0.0
2016-01-25,DHI,-0.296
2016-01-25,FSLR,0.5423
2016-01-25,GM,0.0
2016-01-25,GOOG,-0.06905
2016-01-25,ILMN,0.2023
2016-01-25,JPM,-0.1027
2016-01-25,KMB,-0.04684999999999999
2016-01-25,MA,0.6037
2016-01-25,MCD,0.2516
2016-01-25,MU,-0.5106
2016-01-25,NRG,0.2732
2016-01-25,SBUX,0.0
2016-01-25,TM,-0.1779
2016-01-25,WMB,0.0
2016-01-25,WMT,0.0
2016-01-25,XOM,0.0
2016-01-26,AAPL,0.033972222222222216
2016-01-26,AEM,-0.4939
2016-01-26,AGN,-0.128
2016-01-26,AIG,0.0
2016-01-26,AMZN,0.2732
2016-01-26,AXP,0.0
2016-01-26,BA,0.11175
2016-01-26,BAC,0.10197500000000001
2016-01-26,BHC,-0.3612
2016-01-26,BIIB,0.296
2016-01-26,CAT,0.0
2016-01-26,CHKP,-0.3818
2016-01-26,CME,-0.08945
2016-01-26,CRAY,0.0
2016-01-26,GE,0.1591
2016-01-26,GOOG,0.0
2016-01-26,GS,0.296
2016-01-26,HRL,-0.1027
2016-01-26,IBM,0.0
2016-01-26,INTC,0.0
2016-01-26,KO,0.0
2016-01-26,LMT,0.4404
2016-01-26,MCD,0.0
2016-01-26,MSFT,0.34685
2016-01-26,NBL,-0.024599999999999997
2016-01-26,NFLX,-0.7845
2016-01-26,PG,0.12726666666666667
2016-01-26,QCOM,0.5423
2016-01-26,SNE,0.0
2016-01-26,SYK,0.296
2016-01-26,T,0.296
2016-01-26,TSLA,0.1468
2016-01-26,UAL,0.4215
2016-01-26,WHR,0.1779
2016-01-26,XOM,-0.5423
2016-01-27,AAPL,0.0641409090909091
2016-01-27,BA,-0.291625
2016-01-27,BAC,0.34
2016-01-27,BBBY,0.3182
2016-01-27,CAT,0.0
2016-01-27,CINF,0.3818
2016-01-27,CME,0.55925
2016-01-27,CRAY,0.0
2016-01-27,DHI,0.0
2016-01-27,FSLR,0.0
2016-01-27,GM,-0.064
2016-01-27,GOOG,-0.08495000000000001
2016-01-27,GS,-0.6249
2016-01-27,HUM,0.1779
2016-01-27,JCI,0.0
2016-01-27,JNJ,-0.3182
2016-01-27,KLAC,0.0
2016-01-27,MCD,0.0
2016-01-27,MS,0.07325000000000004
2016-01-27,MSFT,0.1779
2016-01-27,NBL,-0.25
2016-01-27,NFLX,0.0
2016-01-27,PBR,-0.1027
2016-01-27,SLB,0.0
2016-01-27,SWK,0.0
2016-01-27,T,0.4588
2016-01-27,TGT,-0.6486
2016-01-27,UAL,-0.5267
2016-01-27,WAT,0.0
2016-01-28,AAPL,0.07089999999999999
2016-01-28,AMZN,0.400825
2016-01-28,ATGE,0.0
2016-01-28,BA,-0.1297
2016-01-28,BAC,-0.07785
2016-01-28,C,0.0
2016-01-28,CAT,0.08333333333333333
2016-01-28,CME,-0.47620000000000007
2016-01-28,COP,-0.296
2016-01-28,CVX,0.0
2016-01-28,DD,-0.6597
2016-01-28,DIS,-0.4767
2016-01-28,DUK,-0.7184
2016-01-28,EA,0.0
2016-01-28,EBAY,0.0
2016-01-28,FCX,0.0
2016-01-28,GE,-0.2631
2016-01-28,GM,0.0
2016-01-28,GOLD,-0.4215
2016-01-28,GOOG,0.18915555555555555
2016-01-28,GS,-0.4019
2016-01-28,HSY,0.10115
2016-01-28,ICE,0.3612
2016-01-28,JNPR,0.0
2016-01-28,LLY,-0.3182
2016-01-28,MKC,0.3818
2016-01-28,MSFT,-0.032
2016-01-28,NDAQ,0.0
2016-01-28,NFLX,-0.08663333333333334
2016-01-28,NUE,0.0
2016-01-28,RTN,0.8442
2016-01-28,SLB,-0.3182
2016-01-28,TM,-0.08403333333333333
2016-01-28,UAA,0.08399999999999999
2016-01-28,UNH,0.4404
2016-01-28,WFC,0.0
2016-01-28,WMT,-0.2023
2016-01-28,XRX,0.0
2016-01-29,AAPL,-0.06683333333333334
2016-01-29,AFL,-0.3612
2016-01-29,AMZN,-0.1779
2016-01-29,BA,0.3552666666666666
2016-01-29,BAC,0.0
2016-01-29,BHC,0.296
2016-01-29,CL,-0.1779
2016-01-29,CME,-0.4215
2016-01-29,CRAY,0.0
2016-01-29,CTAS,0.3818
2016-01-29,FDX,-0.128
2016-01-29,GM,-0.5951
2016-01-29,GOOG,-0.019966666666666688
2016-01-29,GS,0.0
2016-01-29,JBLU,0.4019
2016-01-29,MA,0.4404
2016-01-29,MSFT,0.025675
2016-01-29,MU,0.0
2016-01-29,SLB,0.0
2016-01-29,T,0.0
2016-01-29,TM,-0.09866666666666667
2016-01-29,WHR,0.4404
2016-01-29,WMT,-0.128
2016-01-29,XRX,0.0
2016-01-29,YUM,0.0
2016-01-30,AAPL,0.1531
2016-01-30,COP,0.0
2016-01-30,GOOG,0.0
2016-01-31,AAPL,0.3568
2016-01-31,BA,0.0
2016-01-31,BAC,-0.11176666666666667
2016-01-31,CMG,0.0
2016-01-31,GOOG,-0.23534999999999998
2016-01-31,GS,0.0
2016-01-31,JPM,0.0
2016-01-31,KMB,-0.2732
2016-01-31,MCD,0.4939
2016-01-31,MSFT,-0.4019
2016-01-31,NEM,0.0
2016-01-31,NFLX,0.5106
2016-01-31,PBR,0.0
2016-01-31,TM,-0.4939
2016-01-31,XRX,0.0258
2016-02-01,AAPL,0.15230000000000002
2016-02-01,ABT,0.0
2016-02-01,AFL,0.7584
2016-02-01,ASB,0.0
2016-02-01,ASML,0.2023
2016-02-01,BA,-0.2732
2016-02-01,BAC,0.0
2016-02-01,CMG,-0.5994
2016-02-01,CVX,0.0
2016-02-01,FSLR,0.0
2016-02-01,GOOG,-0.1108
2016-02-01,GS,0.5719
2016-02-01,GWW,0.5423
2016-02-01,HMC,0.128
2016-02-01,JPM,-0.128
2016-02-01,MAT,0.5574
2016-02-01,MET,0.0
2016-02-01,MMM,0.2023
2016-02-01,MSFT,0.0
2016-02-01,NSC,0.0
2016-02-01,XOM,-0.4215
2016-02-02,AAPL,0.030880000000000008
2016-02-02,AGN,-0.128
2016-02-02,AMZN,0.1779
2016-02-02,BA,0.128
2016-02-02,BHC,0.4404
2016-02-02,CME,-0.4019
2016-02-02,CMG,-0.028483333333333333
2016-02-02,COF,-0.6808
2016-02-02,CRM,0.0
2016-02-02,CVX,-0.27465
2016-02-02,DD,0.0
2016-02-02,GD,0.4404
2016-02-02,GILD,-0.3818
2016-02-02,GM,-0.4019
2016-02-02,GOOG,0.1772
2016-02-02,GS,-0.09849999999999999
2016-02-02,JNJ,0.0
2016-02-02,LEG,0.5423
2016-02-02,MAT,0.0
2016-02-02,MS,-0.148
2016-02-02,MSFT,0.0
2016-02-02,PFE,0.0
2016-02-02,T,-0.5574
2016-02-02,TFC,0.0
2016-02-02,TM,0.3818
2016-02-02,TTM,0.3612
2016-02-02,UAL,0.0
2016-02-02,UBSG,-0.26115
2016-02-02,UPS,0.28076666666666666
2016-02-02,VZ,0.0
2016-02-02,WMT,0.0
2016-02-02,XOM,0.06743333333333333
2016-02-02,YUM,0.0
2016-02-03,AAPL,-0.2787
2016-02-03,AMZN,0.1779
2016-02-03,BA,0.07543333333333334
2016-02-03,BAC,-0.060975
2016-02-03,BIIB,0.6808
2016-02-03,CMG,-0.10606666666666666
2016-02-03,COF,0.0
2016-02-03,DD,-0.1531
2016-02-03,DNKN,-0.3182
2016-02-03,GILD,0.2023
2016-02-03,GM,0.09414999999999998
2016-02-03,GOOG,-0.042624999999999996
2016-02-03,GS,0.13053333333333333
2016-02-03,HMC,0.0
2016-02-03,ICE,0.0
2016-02-03,IPG,0.0
2016-02-03,JPM,-0.3182
2016-02-03,LMT,0.0
2016-02-03,LOW,-0.3182
2016-02-03,MCD,0.0
2016-02-03,MRK,-0.25
2016-02-03,MSFT,-0.2897
2016-02-03,NFLX,0.0702
2016-02-03,NOV,-0.4404
2016-02-03,QCOM,0.4019
2016-02-03,SNE,0.0
2016-02-03,TM,0.0
2016-02-03,UNH,0.0
2016-02-03,VIAC,-0.2263
2016-02-03,XOM,0.0
2016-02-03,YUM,-0.05794999999999999
2016-02-04,AA,0.0
2016-02-04,AAPL,0.148
2016-02-04,AMZN,0.26886666666666664
2016-02-04,APA,-0.4019
2016-02-04,BA,0.0
2016-02-04,BAC,-0.1692
2016-02-04,BHC,0.0
2016-02-04,BKNG,0.4019
2016-02-04,BMY,-0.3182
2016-02-04,CENT,0.0
2016-02-04,CME,-0.148
2016-02-04,CMG,0.0
2016-02-04,COP,-0.8225
2016-02-04,DAL,0.0
2016-02-04,DIS,0.1909
2016-02-04,DNKN,0.0
2016-02-04,EL,0.0
2016-02-04,EQIX,0.1531
2016-02-04,FCX,-0.05135
2016-02-04,GE,0.4588
2016-02-04,GM,0.5859
2016-02-04,GOOG,0.179375
2016-02-04,GS,-0.11827999999999998
2016-02-04,HMC,-0.3182
2016-02-04,IBM,0.4019
2016-02-04,INTU,0.0
2016-02-04,LBTYA,0.3818
2016-02-04,LMT,0.0
2016-02-04,MCK,0.0
2016-02-04,MS,0.4767
2016-02-04,NKE,0.0
2016-02-04,NOC,-0.6249
2016-02-04,NWSA,0.0
2016-02-04,RL,0.37095
2016-02-04,TGT,-0.25
2016-02-04,TM,-0.4404
2016-02-04,TSLA,0.20095
2016-02-04,TSN,-0.1779
2016-02-04,UBSG,-0.2263
2016-02-04,VALE,0.0
2016-02-04,VIAC,-0.2263
2016-02-04,VRTX,-0.6808
2016-02-04,WMT,0.0
2016-02-04,XOM,-0.4364
2016-02-04,YUM,-0.3818
2016-02-05,AAPL,-0.028700000000000003
2016-02-05,BA,0.064
2016-02-05,BAC,0.03493333333333334
2016-02-05,BHC,0.0
2016-02-05,BLK,0.0772
2016-02-05,CAT,-0.5423
2016-02-05,CME,0.03340000000000001
2016-02-05,COP,0.0
2016-02-05,CSOD,-0.128
2016-02-05,EL,0.0
2016-02-05,GOOG,-0.13396666666666665
2016-02-05,GS,0.1686
2016-02-05,HMC,0.0
2016-02-05,IAC,-0.0258
2016-02-05,KO,0.1079
2016-02-05,MS,-0.5719
2016-02-05,MSFT,0.12726666666666667
2016-02-05,PCAR,0.1027
2016-02-05,PPG,0.3818
2016-02-05,SLB,-0.3066
2016-02-05,TEX,0.4278
2016-02-05,TM,-0.22555
2016-02-05,TSN,0.4404
2016-02-05,WPM,0.0
2016-02-06,AAPL,0.5719
2016-02-06,BAC,0.3182
2016-02-06,GOOG,0.0
2016-02-06,NFLX,-0.101
2016-02-07,AAPL,-0.21075
2016-02-07,BA,0.0
2016-02-07,BIDU,0.0
2016-02-07,C,0.0
2016-02-07,COKE,-0.5423
2016-02-07,COP,-0.46045
2016-02-07,DNKN,-0.4404
2016-02-07,GILD,0.296
2016-02-07,GOOG,-0.2023
2016-02-07,JPM,0.0
2016-02-07,NLOK,-0.7845
2016-02-07,PEP,0.7906
2016-02-07,PG,0.765
2016-02-07,PNC,0.4019
2016-02-07,TM,0.0772
2016-02-07,WFTLF,-0.5719
2016-02-07,YUM,0.0
2016-02-08,AAPL,-0.07261999999999999
2016-02-08,AEM,0.0
2016-02-08,AMGN,0.3612
2016-02-08,AMZN,0.1779
2016-02-08,BAC,-0.3136
2016-02-08,BDX,-0.3034
2016-02-08,C,0.47550000000000003
2016-02-08,CRZO,0.0
2016-02-08,CVX,0.0
2016-02-08,GM,-0.6249
2016-02-08,GPS,0.8271
2016-02-08,GS,-0.1531
2016-02-08,INFY,0.3818
2016-02-08,KO,0.6791
2016-02-08,LMT,0.128
2016-02-08,MIDD,0.0
2016-02-08,MS,0.0
2016-02-08,MSFT,-0.189
2016-02-08,NFLX,0.0
2016-02-08,NOC,0.4767
2016-02-08,PG,0.2023
2016-02-08,SHW,0.0
2016-02-08,STZ,0.0
2016-02-08,T,-0.3818
2016-02-08,TSLA,0.16635000000000003
2016-02-08,VZ,0.0
2016-02-08,WMB,-0.1531
2016-02-08,XOM,0.2023
2016-02-09,AAPL,-0.5563
2016-02-09,ADSK,0.296
2016-02-09,AKAM,0.0
2016-02-09,AMZN,0.296
2016-02-09,APLO,-0.2732
2016-02-09,BAC,0.30165
2016-02-09,CLX,0.0
2016-02-09,CMG,0.0
2016-02-09,COP,0.0
2016-02-09,COST,0.0
2016-02-09,CRM,-0.7717
2016-02-09,CSOD,0.0
2016-02-09,DISH,0.1531
2016-02-09,DUK,0.0
2016-02-09,EA,-0.296
2016-02-09,GE,0.0
2016-02-09,GOOG,0.3402
2016-02-09,GS,0.036925
2016-02-09,JPM,0.2294
2016-02-09,KO,0.44345
2016-02-09,NFLX,-0.42745
2016-02-09,ORLY,-0.4404
2016-02-09,UBSG,-0.0258
2016-02-09,WMB,0.6705
2016-02-10,AAPL,0.12040000000000001
2016-02-10,ABT,0.0
2016-02-10,AKAM,0.0
2016-02-10,APA,0.0
2016-02-10,APD,0.0
2016-02-10,BA,-0.1366
2016-02-10,BAC,-0.2064
2016-02-10,BIDU,0.0
2016-02-10,BKNG,0.5106
2016-02-10,CHKP,0.34
