Ticker,Earning Date,^GSPC,^GSPC_pctchange_5,^GSPC_pctchange_21,^GSPC_pctchange_yoy,^RUT,^RUT_pctchange_5,^RUT_pctchange_21,^RUT_pctchange_yoy,^VIX,^VIX_pctchange_5,^VIX_pctchange_21,^VIX_pctchange_yoy,GC=F,GC=F_pctchange_5,GC=F_pctchange_21,GC=F_pctchange_yoy,CL=F,CL=F_pctchange_5,CL=F_pctchange_21,CL=F_pctchange_yoy,^TNX,^TNX_pctchange_5,^TNX_pctchange_21,^TNX_pctchange_yoy,^FVX,^FVX_pctchange_5,^FVX_pctchange_21,^FVX_pctchange_yoy
URI,2017-10-18,2561.26,0.24,2.18,19.45,1505.14,-0.12,4.49,23.11,10.07,2.23,-1.08,-30.12,1279.9,-0.46,-2.01,1.51,52.04,1.44,5.17,3.48,2.34,0.69,3.4,-8.92,1.99,2.42,6.14,-2.88
URI,2018-01-24,2837.54,1.25,5.7,23.46,1601.77,0.95,3.53,15.87,11.47,-3.69,19.23,6.11,1355.9,1.34,6.99,13.25,65.61,2.56,12.42,24.38,2.65,1.65,9.13,10.17,2.44,1.29,9.27,24.86
URI,2018-04-18,2708.64,2.51,-0.16,15.84,1583.56,2.38,0.83,15.83,15.6,-22.92,-17.98,4.49,1351.2,-0.39,2.61,5.45,68.47,2.47,10.33,35.75,2.87,1.16,1.31,33.16,2.73,2.25,4.6,55.35
URI,2018-07-18,2815.62,1.5,1.51,13.82,1691.87,0.49,-0.03,17.35,12.1,-11.23,-1.71,23.6,1226.3,-1.33,-3.91,-1.2,68.76,-2.3,4.42,45.93,2.88,0.77,-0.86,28.18,2.77,0.47,-0.22,51.09
URI,2018-10-17,2809.21,0.84,-3.27,9.68,1589.6,0.9,-7.09,5.61,17.4,-24.22,36.04,72.79,1223.7,2.89,2.25,-4.39,69.75,-4.67,-0.14,34.03,3.18,1.47,3.62,29.07,3.04,1.74,2.95,36.98
URI,2019-01-23,2638.7,1.09,6.94,-7.06,1454.26,0.63,9.67,-9.71,19.52,4.95,-31.22,75.86,1283.1,-0.24,1.54,-3.94,52.62,0.98,14.69,-18.38,2.76,0.88,0.44,-3.1,2.59,1.73,0.04,-1.67
URI,2019-04-17,2900.45,0.42,2.4,7.08,1567.6,-0.88,0.81,-1.01,12.6,-5.26,-7.08,-19.23,1272.2,-2.82,-2.51,-5.85,63.76,-1.32,8.01,-6.88,2.59,3.51,5.58,-10.4,2.4,3.67,6.47,-13.23
URI,2019-07-17,2984.42,-0.29,3.28,6.22,1550.78,-0.91,1.18,-8.09,13.97,7.21,-8.99,15.84,1421.3,0.79,6.17,15.96,56.78,-6.04,9.34,-16.6,2.06,-2.78,-0.34,-31.32,1.83,-2.5,1.27,-36.94
URI,2019-10-16,2989.69,2.41,-0.53,6.4,1525.06,3.08,-3.37,-4.5,13.68,-26.61,-5.26,-22.36,1488.0,-1.2,-1.14,21.24,53.36,1.46,-10.08,-25.81,1.75,5.43,-0.4,-38.12,1.57,6.23,-3.98,-40.93
URI,2020-01-29,3273.4,-1.46,1.03,22.09,1649.22,-2.09,-1.19,10.91,16.39,26.96,22.04,-7.19,1569.8,0.93,3.7,19.84,53.33,-6.01,-13.59,-1.66,1.59,-8.39,-10.85,-35.75,1.42,-8.87,-10.66,-38.18
URI,2020-04-29,2939.51,5.01,11.91,0.54,1360.76,13.25,17.48,-13.68,31.23,-25.61,-45.29,111.01,1703.4,-1.46,5.02,32.93,15.06,9.29,-25.04,-76.32,0.63,2.28,6.81,-68.27,0.36,-1.9,-1.36,-79.28
URI,2020-07-29,3258.44,-0.54,6.72,9.33,1500.63,0.7,5.59,-4.7,24.1,-0.9,-24.17,49.5,1953.5,4.8,10.07,36.98,41.27,-1.5,3.95,-29.55,0.58,-0.52,-13.45,-64.78,0.25,-4.89,-13.95,-83.11
URI,2020-10-28,3271.03,-4.79,-1.93,7.36,1543.28,-3.77,2.56,-1.88,40.28,40.59,53.33,226.68,1876.2,-2.51,-0.96,25.65,37.39,-6.6,-4.84,-32.09,0.78,-7.9,12.21,-58.5,0.33,-11.2,16.84,-80.07
URI,2021-01-27,3750.77,-2.62,1.29,14.58,2108.7,-2.4,5.23,27.86,37.21,72.43,72.83,127.03,1844.9,-1.13,-1.86,17.52,52.85,-0.73,9.58,-0.9,1.01,-8.57,10.58,45.27,0.41,-8.95,12.74,8.53
URI,2021-04-28,4183.18,0.23,5.34,42.31,2304.16,2.88,6.74,69.33,17.28,-1.26,-16.68,-44.67,1773.2,-1.07,3.57,4.1,63.86,4.09,3.74,324.04,1.62,4.25,-3.51,148.09,0.86,7.73,-4.74,198.96
V,2016-07-21,2165.17,0.07,3.65,3.0,1203.86,0.14,4.33,-3.3,12.74,-0.62,-31.06,0.79,1330.5,-0.06,4.72,21.34,44.75,-2.04,-8.39,-5.57,1.57,-1.82,-0.89,-27.81,1.1,-3.76,0.73,-25.49
V,2016-10-24,2151.33,1.17,-0.62,3.87,1226.45,1.35,-2.25,5.77,13.02,-19.68,5.94,-14.85,1262.0,0.61,-5.85,8.16,50.52,1.16,9.07,16.94,1.76,0.8,12.51,-23.58,1.27,2.84,12.3,-28.83
V,2017-02-02,2280.85,-0.69,1.02,19.08,1357.43,-1.32,-0.59,33.76,11.93,12.23,-7.16,-45.38,1216.7,2.29,4.85,6.61,53.54,-0.45,2.31,65.86,2.47,-0.44,2.15,43.02,1.92,-1.03,-0.05,62.25
V,2017-04-20,2355.84,0.47,0.5,12.64,1384.15,1.84,2.79,21.87,14.15,-10.27,13.47,1.43,1281.9,0.52,2.87,2.31,50.27,-5.35,6.19,22.37,2.24,0.4,-6.63,34.19,1.77,0.45,-8.09,52.36
V,2017-07-20,2473.45,1.05,1.49,14.24,1442.35,1.17,2.81,19.81,9.58,-3.23,-11.79,-24.8,1244.8,2.34,0.31,-6.51,46.79,1.54,8.24,4.79,2.27,-2.29,5.69,33.61,1.82,-2.04,3.76,51.04
V,2017-10-25,2557.15,-0.16,2.42,19.52,1493.48,-0.77,2.51,23.97,11.23,11.52,10.42,-21.14,1275.4,-0.35,-1.67,0.28,52.18,0.27,0.58,4.44,2.44,5.3,5.07,-2.47,2.06,4.1,6.64,2.9
V,2018-02-01,2821.98,-0.61,4.68,23.72,1579.87,-1.36,1.93,16.39,13.47,16.32,37.87,12.91,1344.3,-1.33,2.33,10.49,65.8,0.44,8.99,22.9,2.77,4.17,12.0,17.65,2.56,3.6,11.99,36.84
V,2018-04-25,2639.4,-2.56,-0.72,10.55,1550.47,-2.09,0.44,9.23,17.84,14.36,-15.17,64.42,1321.2,-2.22,-2.45,4.68,68.05,-0.61,3.81,37.14,3.02,3.77,10.32,37.58,2.84,2.72,10.66,56.46
V,2018-07-25,2846.07,1.08,4.75,14.86,1685.2,-0.39,1.67,16.84,12.29,1.57,-29.08,28.02,1231.4,0.42,-2.7,-1.41,69.3,0.79,1.79,42.15,2.94,3.13,3.05,31.72,2.81,2.7,3.04,52.11
V,2018-10-24,2656.1,-5.45,-8.9,3.87,1468.7,-7.61,-14.05,-1.66,25.23,45.0,103.14,124.67,1227.8,0.34,2.32,-3.73,66.82,-4.2,-7.55,28.06,3.12,-1.61,2.23,29.41,2.96,-1.98,0.54,34.79
V,2019-01-30,2681.05,1.6,7.86,-5.01,1486.94,2.25,11.14,-6.06,17.66,-9.53,-37.69,19.41,1309.9,2.09,2.34,-1.91,54.23,3.06,19.63,-15.92,2.69,-0.63,1.35,-3.2,2.5,-1.73,0.85,-3.88
V,2019-04-24,2927.25,0.69,4.61,11.11,1588.13,0.34,4.98,2.24,13.14,7.88,-19.53,-27.08,1275.5,0.23,-3.51,-4.2,65.89,2.87,12.02,-2.67,2.52,-2.7,4.47,-12.28,2.32,-3.58,3.21,-15.6
V,2019-07-23,3005.47,0.05,1.86,7.07,1554.96,-0.45,0.34,-8.45,12.61,-1.94,-18.12,-0.08,1420.1,0.77,1.71,16.02,56.77,-1.48,-1.15,-16.38,2.07,0.63,3.44,-32.4,1.83,-0.27,3.52,-38.22
V,2019-10-24,3010.29,0.41,0.85,13.33,1548.49,0.43,-0.14,5.43,13.71,-0.58,-14.1,-45.66,1498.9,0.44,-0.38,22.08,56.23,4.26,-0.46,-15.85,1.77,1.09,5.43,-35.62,1.59,1.86,2.32,-38.73
V,2020-01-30,3283.66,-1.26,1.94,21.43,1648.22,-2.18,-0.96,9.92,15.49,19.34,4.52,-6.52,1583.5,1.21,4.56,19.99,52.14,-6.21,-15.47,-3.07,1.56,-7.32,-12.86,-38.1,1.38,-8.06,-12.99,-40.52
V,2020-04-30,2912.43,4.1,12.68,-0.17,1310.66,7.96,13.66,-17.19,34.15,-17.47,-36.22,136.82,1684.2,-2.83,6.37,32.65,18.84,14.18,-8.01,-69.52,0.62,4.36,5.96,-68.15,0.34,-5.22,-5.99,-80.14
V,2020-07-28,3218.44,-1.19,6.96,6.81,1469.76,-1.19,6.6,-7.31,25.44,2.42,-26.75,82.5,1944.7,5.55,9.72,36.02,41.04,-2.19,6.63,-29.3,0.58,-2.35,-13.15,-65.31,0.27,-1.12,-9.52,-82.85
V,2020-10-28,3271.03,-4.79,-1.93,7.36,1543.28,-3.77,2.56,-1.88,40.28,40.59,53.33,226.68,1876.2,-2.51,-0.96,25.65,37.39,-6.6,-4.84,-32.09,0.78,-7.9,12.21,-58.5,0.33,-11.2,16.84,-80.07
V,2021-01-28,3787.38,-1.7,1.39,15.34,2106.61,-1.63,5.53,27.81,30.21,41.7,39.22,95.03,1837.9,-1.47,-2.09,16.07,52.34,-1.49,9.91,0.38,1.06,-3.12,15.27,66.46,0.43,-0.92,19.11,16.53
V,2021-04-27,4186.72,1.25,5.34,46.22,2301.27,5.17,3.59,77.28,17.56,-6.0,-6.89,-47.69,1778.0,0.04,2.64,3.95,62.94,0.8,3.23,410.05,1.62,3.71,-3.39,155.03,0.88,9.48,-3.2,211.35
VFC,2017-02-17,2351.16,1.51,3.86,20.85,1399.86,0.79,4.02,37.01,11.49,5.9,-10.09,-40.71,1237.6,0.26,3.06,0.94,53.4,-0.85,3.95,73.55,2.42,0.66,-1.86,30.8,1.91,1.22,-1.39,44.48
VFC,2018-02-16,2732.22,4.3,-2.35,16.21,1543.55,4.45,-2.1,10.26,19.46,-33.04,59.25,69.36,1353.2,3.05,2.05,9.34,61.68,4.19,-3.55,15.51,2.88,1.7,9.64,28.61,2.63,4.37,8.47,49.2
VFC,2018-05-04,2663.42,-0.24,0.02,11.01,1565.6,0.6,1.47,12.07,14.77,-4.15,-22.02,39.74,1312.7,-0.58,-0.88,7.18,69.72,2.38,9.73,50.84,2.94,-0.44,5.26,23.03,2.78,-0.75,5.9,42.05
VFC,2019-05-22,2856.27,0.19,-2.64,4.84,1531.63,-1.07,-3.37,-5.76,14.75,-10.28,20.11,11.57,1273.6,-1.75,0.34,-1.4,61.42,-0.97,-7.36,-14.85,2.39,-0.5,-4.47,-18.85,2.19,0.14,-4.62,-22.32
VFC,2020-05-15,2863.7,-2.26,2.29,0.15,1256.99,-5.46,6.7,-18.15,31.89,13.97,-20.49,99.81,1753.4,2.54,1.92,37.58,29.43,18.96,48.11,-53.11,0.64,-6.16,12.08,-68.75,0.31,-5.52,-7.78,-82.94
VFC,2020-10-16,3483.81,0.19,3.78,16.66,1633.81,-0.23,5.91,6.4,27.41,9.64,3.59,92.35,1900.8,-0.97,-2.02,27.72,40.88,0.69,-0.22,-23.99,0.74,-4.0,12.05,-61.01,0.32,-5.06,22.69,-81.45
VFC,2021-01-27,3750.77,-2.62,1.29,14.58,2108.7,-2.4,5.23,27.86,37.21,72.43,72.83,127.03,1844.9,-1.13,-1.86,17.52,52.85,-0.73,9.58,-0.9,1.01,-8.57,10.58,45.27,0.41,-8.95,12.74,8.53
VFC,2021-05-21,4155.86,-0.43,0.5,40.62,2215.27,-0.42,-0.78,63.42,20.15,7.12,7.7,-28.44,1876.7,2.11,5.36,8.19,63.58,-2.74,3.5,91.22,1.63,-0.18,0.62,177.08,0.83,1.47,-5.69,202.19
VICI,2018-05-03,2629.73,-1.4,-0.57,10.05,1546.56,-0.73,0.97,11.36,15.9,-2.09,-20.74,52.01,1310.7,-0.43,-1.88,6.87,68.43,0.35,7.98,50.33,2.95,-0.37,5.74,24.3,2.78,-0.68,6.96,43.25
VICI,2018-08-02,2827.22,-0.36,4.2,14.36,1682.1,-0.78,1.31,19.7,12.19,0.41,-24.47,16.76,1210.6,-1.2,-3.28,-4.51,68.96,-0.93,-6.99,40.65,2.99,0.88,4.41,28.15,2.85,0.25,3.67,48.21
VICI,2018-11-01,2740.37,1.29,-6.33,6.22,1544.98,2.97,-7.56,3.24,19.34,-20.15,66.58,94.76,1236.0,0.56,3.15,-3.05,63.69,-5.41,-16.65,16.78,3.14,2.18,-2.75,26.98,2.97,2.1,-3.42,29.89
VICI,2019-02-14,2745.73,1.47,5.19,1.75,1545.11,2.62,6.91,1.51,16.22,-0.92,-12.8,-15.78,1309.8,0.03,1.83,-3.37,54.41,3.36,4.41,-10.21,2.66,0.95,-4.56,-7.32,2.47,1.31,-5.54,-9.45
VICI,2019-05-01,2923.73,-0.12,1.97,10.13,1576.38,-0.74,1.31,1.68,14.8,12.63,10.45,-4.45,1281.4,0.46,-0.54,-1.72,63.6,-3.48,3.26,-5.43,2.51,-0.91,0.4,-12.39,2.3,-1.37,-0.61,-16.53
VICI,2019-07-31,2980.38,-1.3,0.54,5.83,1574.61,-0.37,0.51,-5.76,16.12,33.55,14.65,25.64,1426.1,0.23,2.92,16.54,58.58,4.83,-0.86,-14.81,2.02,-2.56,-1.32,-34.38,1.84,-0.54,0.11,-37.7
VICI,2019-10-31,3037.56,0.91,5.19,12.02,1562.45,0.9,5.6,3.38,13.22,-3.57,-35.7,-37.73,1511.4,0.83,0.69,24.67,54.18,-3.65,2.93,-17.04,1.69,-6.11,8.89,-36.4,1.52,-6.33,9.88,-38.64
VICI,2020-02-20,3373.23,-0.18,1.58,21.56,1696.07,0.4,0.6,7.65,15.56,13.25,21.09,7.61,1616.6,3.14,3.87,22.15,53.78,5.1,-7.82,-5.58,1.52,-5.69,-9.28,-39.53,1.37,-4.79,-8.73,-40.82
VICI,2020-04-30,2912.43,4.1,12.68,-0.17,1310.66,7.96,13.66,-17.19,34.15,-17.47,-36.22,136.82,1684.2,-2.83,6.37,32.65,18.84,14.18,-8.01,-69.52,0.62,4.36,5.96,-68.15,0.34,-5.22,-5.99,-80.14
VICI,2020-07-29,3258.44,-0.54,6.72,9.33,1500.63,0.7,5.59,-4.7,24.1,-0.9,-24.17,49.5,1953.5,4.8,10.07,36.98,41.27,-1.5,3.95,-29.55,0.58,-0.52,-13.45,-64.78,0.25,-4.89,-13.95,-83.11
VICI,2020-10-28,3271.03,-4.79,-1.93,7.36,1543.28,-3.77,2.56,-1.88,40.28,40.59,53.33,226.68,1876.2,-2.51,-0.96,25.65,37.39,-6.6,-4.84,-32.09,0.78,-7.9,12.21,-58.5,0.33,-11.2,16.84,-80.07
VICI,2021-02-18,3913.97,0.1,3.03,16.03,2218.39,-2.81,3.13,30.8,22.49,2.27,-3.23,44.54,1773.4,-3.65,-3.59,9.7,60.52,3.14,14.23,12.53,1.29,11.14,17.97,107.92,0.55,18.87,26.27,50.55
VICI,2021-04-29,4211.47,1.85,6.39,44.6,2295.46,2.82,4.54,75.14,17.61,-5.88,-10.2,-48.43,1768.1,-0.74,5.0,4.98,65.01,5.83,7.37,245.06,1.64,4.66,-4.65,140.47,0.87,6.25,-7.86,177.0
VLO,2016-07-26,2169.18,0.25,6.47,3.63,1216.86,1.37,7.92,-0.63,13.05,9.02,-49.34,-2.9,1320.7,-0.81,0.05,21.34,42.92,-3.87,-9.91,-11.54,1.56,-1.08,5.04,-24.13,1.14,0.0,12.56,-17.24
VLO,2016-10-25,2143.16,0.17,-0.14,3.74,1216.1,-0.1,-2.0,6.18,13.46,-11.91,-7.17,-12.77,1271.9,0.88,-4.88,8.05,49.96,-0.66,12.32,8.75,1.76,0.34,12.91,-23.66,1.28,3.4,14.44,-29.07
VLO,2017-01-31,2278.87,-0.05,1.32,19.75,1361.82,-0.54,-0.1,34.99,11.99,8.31,-10.32,-45.45,1208.6,-0.14,4.51,7.15,52.81,-0.7,-1.79,67.01,2.45,-2.85,3.51,36.77,1.91,-3.98,2.42,53.62
VLO,2017-04-25,2388.61,1.98,1.9,14.19,1411.08,3.61,4.17,22.62,10.76,-25.38,-16.98,-22.92,1265.6,-2.02,1.39,3.0,49.56,-5.44,3.31,13.33,2.33,5.68,-3.68,47.37,1.85,7.0,-5.66,69.1
VLO,2017-07-27,2475.42,0.08,2.32,14.07,1433.62,-0.61,2.14,17.77,10.11,5.53,-8.59,-20.52,1259.6,1.19,1.06,-4.63,49.04,4.81,10.85,14.26,2.31,3.49,0.35,45.37,1.85,2.5,-2.12,63.71
VLO,2017-10-26,2560.4,-0.07,2.13,20.04,1497.46,-0.3,0.85,25.84,11.3,12.44,14.49,-26.43,1266.3,-1.6,-1.33,0.12,52.64,2.63,0.96,7.04,2.45,2.98,4.92,-1.01,2.07,2.43,6.98,5.45
