Ticker,Earning Date,RSI,MFI,adjclose_SMA_12,adjclose_SMA_30,adjclose_EWMA_12,adjclose_EWMA_30,adjclose_UpperBand,adjclose_LowerBand,SMA_12_SMA_30,EWMA_12_EWMA_30,UpperBand_LowerBand,cs_last5
A,2016-08-17,64.69403778965824,55.14605319379181,1.015658982862257,1.0291191902238035,0.965805398372314,0.981711723264281,0.9902928560340982,1.0711142837802354,1.013252683812842,1.0164694926315117,1.0816136633256237,0.4450666666666666
A,2016-11-15,50.848449619927855,49.16038632977775,1.0094498911929324,1.0028128217200984,0.9578526353130712,0.9577487819970536,0.9462794989650452,1.0665302530831613,0.9934250629667308,0.9998915769376324,1.127077416608555,-0.0859333333333333
A,2017-02-14,65.80902914895667,63.517596702326045,1.0166788675323029,1.0372722296653083,0.97283002457133,0.993872503119001,0.9915041379042516,1.0874701371915385,1.0202555229489427,1.0216301697276904,1.096788299330884,0.2250333333333333
A,2017-05-22,57.89528780310621,66.35836990626376,0.99572385390717,1.0187780575463872,0.9616208054323704,0.976073093069384,0.965029967020621,1.0788663536872978,1.0231532101483296,1.0150290920863712,1.1179615043646038,0.0910666666666666
A,2017-08-15,45.33284319839486,46.14749443246191,0.9923958217658028,0.985298590387466,0.9573745127909048,0.954990350459203,0.9599369466877006,1.012036715937538,0.992848386477778,0.9975096868572868,1.054274157724223,0.2376333333333333
A,2017-11-20,71.4280785667236,64.50379216041895,1.0280424801330923,1.0353962770411025,0.9906481540355794,1.0016609821501432,1.011087907240822,1.0609022737072171,1.007153203345311,1.0111167906281369,1.0492680864934236,0.2679333333333333
A,2018-02-14,48.999103605397,51.94676735176508,1.0032025073705582,0.9820820676959592,0.9732195330968084,0.9640858557720322,0.918513039013278,1.055104397083319,0.978946982768258,0.9906149876629452,1.1487092205210017,-0.0426666666666666
A,2018-05-14,60.45841142682632,51.422276280107845,1.027973089274588,1.0334992315158351,0.9889918505273028,0.9941176604644948,0.9920750635016692,1.0785334770123058,1.0053757654737314,1.0051828636752256,1.0871490643111918,0.09355
A,2018-08-14,58.22906177840905,52.36445711988876,1.0089937973233822,1.03253560941607,0.9811735037724914,0.9949600540487828,0.979335541910016,1.0918476276266798,1.0233319690915232,1.014051082936182,1.1148861456587484,-0.0287666666666666
A,2018-11-19,39.33962586948189,55.063933079349816,0.9561576375371366,0.9618988914142446,0.9419675884950036,0.9312685743209256,0.9069632949566876,1.0239185762493594,1.0060045055874849,0.9886418446826052,1.12895260695005,0.0468666666666666
A,2019-02-20,70.91298886602678,66.88230695905776,1.0229498415802047,1.0639122437838475,0.9999912102678562,1.0330542956614697,0.9810872013115438,1.162011196201114,1.0400434122364848,1.0330633760118324,1.1844117369462228,0.1529333333333333
A,2019-05-14,43.81779735840989,44.666924294191816,0.983555612150278,0.9702536243930334,0.9682782196144518,0.9569271945116375,0.9145452997319956,1.0331889724045349,0.986475611960402,0.9882771037570856,1.1297296839285131,-0.0424333333333333
A,2019-08-14,36.60623418316908,43.86210756326413,0.9641686849035186,0.9369417903478322,0.9470160681575736,0.9276874441747406,0.8720763379280904,1.0122320945458505,0.9717612747831456,0.979589972511832,1.16071500913641,0.1060666666666666
A,2019-11-25,68.6440898635356,63.07906316691857,1.0288094915150814,1.048077122695337,1.0088272739303392,1.0251418930866651,1.0091036352424378,1.0901820100489652,1.0187280845862736,1.016171865668109,1.0803469257020843,0.0086
A,2020-02-18,47.41208037767311,45.86957455981997,1.0052363083061164,0.9825257488271169,0.9810693657318608,0.9792529422119816,0.9341398112061328,1.0361980284654058,0.977407740556777,0.9981485269203934,1.1092536856206765,-0.19065
AAPL,2016-07-26,45.86179571795964,58.46667176191423,0.9825850440356227,1.0004483965962545,0.9166328364566346,0.9209966311223864,0.9610304560061138,1.0432381968657671,1.018179955688379,1.0047606789678412,1.0855412441363153,-0.1206118518518518
AAPL,2016-10-25,68.68737328853851,77.27416737665297,1.009246118046743,1.0288692758560225,0.945717523225918,0.9643308213556956,0.993717263820628,1.066599440912998,1.019443382004042,1.0196816678052931,1.073342971633756,0.1681075925925926
AAPL,2017-01-31,69.81272177471897,56.063502611899416,1.0059340769507832,1.0233599243308915,0.9442692246407768,0.9603917030586426,0.9890675763094952,1.0601156063349444,1.0173230510620834,1.0170740271917675,1.071833342561436,-0.0013641666666666
AAPL,2017-05-02,71.60717261052363,58.24915941217637,1.0280637268172597,1.031983574058924,0.9644001244228808,0.9763537614632892,1.0070813492702977,1.0581485436645932,1.0038128446120744,1.0123948937144338,1.0507081125385724,0.0537706349206349
AAPL,2017-08-01,53.8151995648638,58.13654655871607,0.9956869246522172,1.01799915462084,0.9474815275311655,0.9544132710756532,0.9767239832992176,1.0629167267789712,1.0224088811615315,1.007315966953519,1.0882467769334463,-0.0091291666666666
AAPL,2017-11-02,69.42364684718997,56.28183040611868,1.0436808306607837,1.0675481972521963,0.98211463578833,1.0008910063510548,1.0060444150760963,1.137061619437855,1.0228684535446546,1.019118308472873,1.1302300399449547,0.1042337606837606
AAPL,2018-02-01,35.78430884963024,45.03125078181751,0.9689677033878804,0.9675372185283108,0.934575982837622,0.927801003986527,0.9305126437690998,1.0076302598594806,0.9985237022301487,0.9927507458189496,1.0828764838465934,-0.0273019047619047
AAPL,2018-05-01,49.45026127228483,52.54677760662414,1.0029904511816494,0.9964076188568,0.967156818697248,0.95447402930846,0.9464490173387466,1.0519342929868845,0.9934367946204335,0.9868865222851124,1.1114537325473106,0.041687552213868
AAPL,2018-07-31,50.82058964102399,53.03679046688656,0.9924289199299344,1.008518583355282,0.9566842324031136,0.964010452547862,0.9733947901819832,1.0462720663534049,1.0162124088710387,1.0076579292274372,1.0748691865895406,0.1997666666666666
AAPL,2018-11-01,53.09697459532335,47.26454356463236,1.0186919492169435,1.005001978945402,0.9814937408316572,0.9775339724561316,0.9624069890892204,1.0515419774824026,0.9865612265984188,0.9959655694063112,1.0926167301398504,-0.1119977922077922
AAPL,2019-01-29,46.024788440079554,63.11141418093521,1.0024410106680146,0.9992548472348588,0.9680349158094794,0.9448801629690798,0.9358137472558272,1.0719231351114318,0.9968215950871436,0.9760806635563992,1.1454449544631404,0.0580499108734402
AAPL,2019-04-30,57.01486114699421,53.97456890890226,0.9875613326174508,1.0178819060970663,0.9628610418320692,0.991436155354552,0.9547967401869312,1.0898931379520942,1.0307024713080384,1.029677297430283,1.1414923114826656,-0.0051090476190476
AAPL,2019-07-30,61.7504346004564,49.7227813376779,1.0105273265779924,1.0288293685083687,0.9859269623756092,1.0050184136381104,0.991077254351014,1.06957148484496,1.0181113775441917,1.0193639610144145,1.0792009201596968,0.2066333333333333
AAPL,2019-10-30,65.53291393252005,67.95042510737586,1.009800124593785,1.0543470834948383,0.9897258706630412,1.0241233712781068,0.9705046224365732,1.1540457716089174,1.044114630030347,1.0347545735992754,1.189119294158065,0.1709593567251462
AAPL,2020-01-28,65.93319917402498,64.8718167266658,1.007545441816727,1.0589325345771563,0.9972343221800192,1.0368507758985182,0.9626632499972296,1.176595724293685,1.0510022581887448,1.0397263239314656,1.222229813277978,0.055676923076923
AAPL,2020-04-30,60.58976263071384,62.919442306465285,1.0441269991691664,1.112010791020051,1.0320124793615684,1.054149954598146,0.972271429822333,1.2986602708879265,1.0650148802826676,1.0214507825043668,1.3356972457014762,0.055676923076923
ABC,2016-08-02,76.8034242385693,49.24552977484461,1.0401053962945703,1.0854779542076458,0.9430309233144424,0.9699233900703024,0.9854472562744376,1.2081107605716033,1.043623038660041,1.0285170571727826,1.2259517217988538,0.00045
ABC,2016-11-02,43.38367360776223,38.79098120724466,0.9836088644138448,0.9555479638356424,0.906082728627362,0.8721385182969544,0.8754876724853814,1.0517244976062778,0.9714714846587676,0.9625374049654052,1.2013013211489156,0.2338333333333333
ABC,2017-05-04,59.25979399858619,50.264698366489824,1.051312286466177,1.014792589544787,0.9490894577593092,0.9341467845099902,0.951128784483478,1.0875904566116148,0.96526275076253,0.9842557799718936,1.143473391147808,0.0986666666666666
ABC,2017-08-03,23.52107602435436,33.7563948745603,0.8887480011344949,0.876165323240505,0.8230319119502636,0.8141562460647056,0.8284328053767938,0.9297346348086668,0.9858422433829072,0.9892158909555206,1.1222812867554155,0.2916333333333333
ABC,2017-11-02,29.813395501990584,31.08291488625754,0.9236689340680496,0.9106284570361493,0.8655606509842868,0.8472734631459069,0.8568194702640384,0.9716488242745532,0.9858818711435196,0.9788724362439716,1.1340181426726086,0.21865
ABC,2018-02-06,33.80210472306621,31.528473830938182,0.9109137340587868,0.9350038862492368,0.8658194755468622,0.875278247695446,0.857258182745321,1.0282577299671511,1.0264461400566556,1.010924647014448,1.1994726334069086,0.1108666666666666
ABC,2018-05-02,54.40518732117332,75.57125991115961,1.010403859261783,1.0444180184612477,0.945946120651587,0.9486423815738324,0.977688420821039,1.1209237752162575,1.0336639244671093,1.0028503324485207,1.1465040920449208,0.1699333333333333
ABC,2018-08-02,24.39322654665716,17.155138633001997,0.948319478624813,0.9150205292591792,0.8914450749323327,0.8673743435730003,0.8472150547370877,0.9946236067152702,0.9648863593797294,0.9729980769020912,1.173991893975405,0.09535
ABC,2018-11-06,38.8689563012579,17.629639123160743,0.96084172208829,0.9366322035149128,0.8978069670605219,0.8898274515171721,0.8833712501218725,0.9967277406193326,0.9748038433210828,0.9911122147230876,1.1283225942454218,0.1646333333333333
ABC,2019-01-31,65.31398908524477,71.91832804545786,1.0536605378478747,1.0917020751781843,0.9922160124573004,0.997192017381303,1.0154228729646673,1.1803723882973995,1.0361041682437977,1.0050150419480524,1.1624441596939208,0.0674333333333333
ABC,2019-05-02,54.87769257068514,56.28753252202489,1.043501767675256,1.0187192308479776,0.97910882275851,0.9645258262556928,0.9604884490467448,1.0844663221742588,0.976250603884946,0.9851058471092812,1.1290779428431006,0.3448333333333333
ABC,2019-08-01,64.99086305589765,42.60613807995071,1.0557016151952507,1.05559629424309,0.9956897731477152,1.0092081794576455,1.00725772325886,1.108808305160718,0.9999002360604128,1.0135769259406917,1.1008188664697487,0.0446555555555555
ABC,2019-11-07,45.865740927610034,28.59173978548067,0.9746428379319642,0.9959567901718313,0.938067094705906,0.9440575873306812,0.9321001970227014,1.0692062875022796,1.0218684746969382,1.0063859959043264,1.1470937254573277,0.1287111111111111
ABC,2020-01-30,52.57369076316348,46.81253654481732,0.9862314430184576,1.0210146057833374,0.9585901964981088,0.9706272817048496,0.9588794092954888,1.0917604686963327,1.035268762734255,1.0125570710515446,1.1385795315997815,-0.0255166666666666
ABC,2020-05-07,52.54299760540408,64.53325730764999,1.0076648539477595,1.018334041576535,0.9771156845416824,0.9819001634159448,0.9676450006435928,1.0746272314186835,1.0105880319105864,1.004896532672594,1.110559379425239,-0.07655
ABMD,2016-07-28,58.757852521400416,47.78018453999355,0.9881736355776174,1.0384205518341436,0.9983678326386816,1.0296263682736562,0.9280512882577872,1.178584708717915,1.050848266385042,1.0313096382045466,1.2699564384318132,0.0493333333333333
ABMD,2016-10-27,19.279986805995406,11.638735091915734,0.8379845224384977,0.821479963259673,0.8559415095998456,0.8377176621066481,0.7557962908314594,0.8996669422746847,0.980304458212668,0.9787090037241946,1.1903563872812233,0.3291
ABMD,2017-01-26,36.35425179625372,32.31102317082882,0.9446526020454956,0.9313438363522586,0.9461055772669668,0.9375262675852142,0.8885569210321588,0.9784598721430426,0.9859114708789044,0.9909319743082632,1.101178606550553,0.1589
ABMD,2017-05-04,60.416655344736,54.03549191772529,1.0116521589311964,1.0348209889056843,1.0092273369254894,1.0331341768411193,0.9827267879028376,1.092747364316189,1.022901972550492,1.0236882603561452,1.1119543883078,0.0765
ABMD,2017-07-27,49.06958568263713,38.61113594382043,0.9876346995778376,0.995705261622254,0.9889121478379118,0.9996482873704994,0.9698228020593312,1.0230070941749032,1.0081716064126405,1.0108565149655209,1.0548391850579717,0.1755666666666666
