Ticker,Publish Date,Earning Date,epsestimate,epsactual,epssurprisepct
CDNS,2017-10-26,2017-10-26,0.34,0.35,2.64
CDNS,2018-02-20,2018-01-31,0.39,0.39,0.0
CDNS,2018-04-25,2018-04-23,0.37,0.4,7.24
CDNS,2018-07-23,2018-07-23,0.4,0.45,11.66
CDNS,2018-10-22,2018-10-22,0.41,0.49,19.22
CDNS,2019-02-27,2019-02-19,0.47,0.52,9.94
CDNS,2019-04-22,2019-04-22,0.49,0.54,9.76
CDNS,2019-07-22,2019-07-22,0.53,0.57,7.14
CDNS,2019-10-21,2019-10-21,0.51,0.54,5.88
CDNS,2020-02-24,2020-02-12,0.53,0.54,2.08
CDNS,2020-04-20,2020-04-20,0.54,0.6,10.7
CDNS,2020-07-20,2020-07-20,0.52,0.66,26.44
CDNS,2020-10-19,2020-10-19,0.61,0.7,15.51
CDNS,2021-02-22,2021-02-22,0.74,0.83,11.56
CDNS,2021-04-26,2021-04-26,0.75,0.83,10.81
CDW,2016-08-04,2016-08-03,0.85,0.93,10.06
CDW,2016-11-03,2016-11-02,0.9,0.97,7.42
CDW,2017-03-01,2017-02-07,0.81,0.86,6.57
CDW,2017-05-04,2017-05-03,0.75,0.75,0.27
CDW,2017-08-04,2017-08-03,1.03,1.03,0.19
CDW,2017-11-02,2017-11-01,1.07,1.08,0.84
CDW,2018-03-01,2018-02-07,0.99,0.99,0.1
CDW,2018-05-03,2018-05-02,0.92,1.05,14.38
CDW,2018-08-03,2018-08-02,1.28,1.38,7.64
CDW,2018-10-31,2018-10-31,1.34,1.42,6.29
CDW,2019-02-27,2019-02-07,1.21,1.32,8.82
CDW,2019-05-01,2019-05-01,1.11,1.24,11.71
CDW,2019-07-31,2019-07-31,1.52,1.6,5.47
CDW,2019-10-31,2019-10-31,1.58,1.7,7.59
CDW,2020-02-28,2020-02-06,1.48,1.57,6.22
CDW,2020-05-06,2020-05-06,1.34,1.38,2.68
CDW,2020-08-05,2020-08-05,1.39,1.56,12.64
CDW,2020-11-02,2020-11-02,1.51,1.83,21.43
CDW,2021-02-26,2021-02-10,1.51,1.82,20.37
CDW,2021-05-05,2021-05-05,1.53,1.74,14.02
CE,2016-07-26,2016-07-25,1.56,1.59,2.25
CE,2016-10-18,2016-10-17,1.61,1.67,4.05
CE,2017-02-10,2017-02-01,1.52,1.52,0.13
CE,2017-04-18,2017-04-17,1.72,1.81,5.17
CE,2017-07-25,2017-07-24,1.76,1.79,1.88
CE,2017-10-17,2017-10-16,1.91,1.93,0.84
CE,2018-02-09,2018-01-25,1.88,1.98,5.6
CE,2018-04-17,2018-04-16,2.32,2.79,20.47
CE,2018-07-20,2018-07-19,2.47,2.9,17.65
CE,2018-10-19,2018-10-18,2.74,2.96,8.23
CE,2019-02-07,2019-01-28,2.4,2.38,-0.67
CE,2019-04-23,2019-04-22,2.4,2.62,9.26
CE,2019-07-23,2019-07-22,2.35,2.38,1.23
CE,2019-10-22,2019-10-21,2.51,2.53,0.88
CE,2020-02-06,2020-01-30,2.13,1.99,-6.62
CE,2020-04-28,2020-04-27,2.24,2.29,2.19
CE,2020-07-29,2020-07-28,1.05,1.3,23.34
CE,2020-10-26,2020-10-25,1.71,1.95,14.37
CE,2021-02-11,2021-01-28,1.71,2.09,21.94
CE,2021-04-23,2021-04-22,2.96,3.46,16.77
CF,2016-08-04,2016-08-03,0.68,0.33,-51.4
CF,2016-11-03,2016-11-02,-0.02,0.13,620.0
CF,2017-02-23,2017-02-15,-0.05,-0.39,-695.92
CF,2017-05-04,2017-05-03,0.02,0.05,163.16
CF,2017-08-03,2017-08-02,-0.04,0.1,350.0
CF,2017-11-02,2017-11-01,-0.54,-0.39,27.24
CF,2018-02-22,2018-02-14,-0.08,-0.02,76.19
CF,2018-05-03,2018-05-02,0.26,0.27,3.45
CF,2018-08-02,2018-08-01,0.45,0.63,40.0
CF,2018-11-01,2018-10-31,0.14,0.13,-7.14
CF,2019-02-22,2019-02-13,0.45,0.21,-53.64
CF,2019-05-02,2019-05-01,0.35,0.4,14.94
CF,2019-08-01,2019-07-31,0.86,1.28,48.49
CF,2019-10-31,2019-10-30,0.35,0.29,-16.67
CF,2020-02-24,2020-02-12,0.26,0.33,27.91
CF,2020-05-07,2020-05-06,0.26,0.31,20.62
CF,2020-08-06,2020-08-05,0.65,0.89,36.71
CF,2020-11-05,2020-11-04,0.07,-0.13,-275.68
CF,2021-02-24,2021-02-17,0.11,0.4,266.97
CF,2021-05-06,2021-05-05,0.6,0.7,16.86
CHD,2016-08-04,2016-08-04,0.4,0.43,7.05
CHD,2016-11-03,2016-11-03,0.47,0.47,0.43
CHD,2017-02-24,2017-02-07,0.42,0.44,3.77
CHD,2017-05-04,2017-05-04,0.46,0.52,12.31
CHD,2017-08-03,2017-08-03,0.39,0.41,5.94
CHD,2017-11-02,2017-11-02,0.47,0.49,4.7
CHD,2018-02-23,2018-02-05,0.5,0.52,3.79
CHD,2018-05-03,2018-05-03,0.61,0.63,3.11
CHD,2018-08-02,2018-08-02,0.47,0.49,5.15
CHD,2018-11-01,2018-11-01,0.54,0.58,7.21
CHD,2019-02-21,2019-02-05,0.58,0.57,-2.4
CHD,2019-05-02,2019-05-02,0.66,0.7,5.9
CHD,2019-07-31,2019-07-31,0.52,0.57,9.2
CHD,2019-10-31,2019-10-31,0.61,0.66,7.84
CHD,2020-02-18,2020-01-31,0.55,0.55,-0.54
CHD,2020-04-30,2020-04-30,0.77,0.83,7.24
CHD,2020-07-31,2020-07-31,0.63,0.77,21.84
CHD,2020-10-29,2020-10-29,0.67,0.7,3.86
CHD,2021-02-18,2021-01-29,0.52,0.53,1.15
CHD,2021-04-29,2021-04-29,0.81,0.83,2.22
CHRW,2016-08-08,2016-07-26,1.0,1.0,-0.2
CHRW,2016-11-09,2016-10-25,0.96,0.9,-6.54
CHRW,2017-05-09,2017-04-25,0.81,0.86,6.57
CHRW,2017-08-03,2017-07-19,0.9,0.78,-13.24
CHRW,2017-11-08,2017-10-31,0.82,0.85,3.91
CHRW,2018-02-28,2018-01-30,0.84,0.86,2.02
CHRW,2018-05-09,2018-05-01,1.0,1.01,0.6
CHRW,2018-08-08,2018-07-31,1.06,1.13,6.2
CHRW,2018-11-07,2018-10-30,1.17,1.25,6.47
CHRW,2019-02-25,2019-01-29,1.21,1.34,10.74
CHRW,2019-05-08,2019-04-30,1.14,1.16,1.58
CHRW,2019-08-08,2019-07-30,1.22,1.22,-0.25
CHRW,2019-11-04,2019-10-29,1.14,1.07,-6.22
CHRW,2020-02-19,2020-01-28,0.96,0.73,-23.64
CHRW,2020-05-01,2020-04-28,0.68,0.57,-16.05
CHRW,2020-07-31,2020-07-28,0.6,1.06,77.26
CHRW,2020-10-30,2020-10-27,0.97,1.0,2.77
CHRW,2021-02-19,2021-01-26,0.98,1.08,10.32
CHRW,2021-04-30,2021-04-27,0.98,1.28,30.35
CHTR,2016-08-09,2016-08-09,0.0,0.99,
CHTR,2016-11-03,2016-11-03,0.63,0.69,9.35
CHTR,2017-02-16,2017-02-16,1.0,1.67,66.83
CHTR,2017-05-02,2017-05-02,0.96,0.57,-40.75
CHTR,2017-07-27,2017-07-27,0.87,0.52,-40.3
CHTR,2017-10-26,2017-10-26,1.02,0.19,-81.43
CHTR,2018-02-02,2018-02-02,0.87,1.14,30.73
CHTR,2018-04-27,2018-04-27,0.52,0.7,35.14
CHTR,2018-07-31,2018-07-31,1.0,1.15,15.58
CHTR,2018-10-26,2018-10-26,1.04,2.11,103.67
CHTR,2019-01-31,2019-01-31,1.51,1.29,-14.57
CHTR,2019-04-30,2019-04-30,1.42,1.11,-21.89
CHTR,2019-07-26,2019-07-26,1.85,1.39,-24.91
CHTR,2019-10-25,2019-10-25,1.67,1.74,3.94
CHTR,2020-01-31,2020-01-31,2.49,3.28,31.94
CHTR,2020-05-01,2020-05-01,2.73,1.86,-31.82
CHTR,2020-07-31,2020-07-31,2.44,3.63,48.65
CHTR,2020-10-30,2020-10-30,3.03,3.9,28.71
CHTR,2021-01-29,2021-01-29,4.89,6.05,23.75
CHTR,2021-04-30,2021-04-30,4.26,4.11,-3.45
CL,2016-07-28,2016-07-28,0.69,0.7,1.89
CL,2016-10-27,2016-10-27,0.73,0.73,0.14
CL,2017-02-23,2017-01-27,0.75,0.75,-0.13
CL,2017-04-28,2017-04-28,0.66,0.67,1.52
CL,2017-07-21,2017-07-21,0.72,0.72,-0.14
CL,2017-10-27,2017-10-27,0.73,0.73,-0.41
CL,2018-02-21,2018-01-26,0.75,0.75,-0.53
CL,2018-04-27,2018-04-27,0.73,0.74,2.07
CL,2018-07-27,2018-07-27,0.77,0.77,-0.13
CL,2018-10-26,2018-10-26,0.72,0.72,-0.41
CL,2019-02-21,2019-01-25,0.73,0.74,0.95
CL,2019-04-26,2019-04-26,0.66,0.67,1.21
CL,2019-07-26,2019-07-26,0.73,0.72,-0.69
CL,2019-11-01,2019-11-01,0.7,0.71,1.28
CL,2020-02-21,2020-01-31,0.73,0.73,0.55
CL,2020-05-01,2020-05-01,0.74,0.75,1.9
CL,2020-07-31,2020-07-31,0.7,0.74,6.47
CL,2020-10-30,2020-10-30,0.7,0.79,12.54
CL,2021-02-18,2021-01-29,0.76,0.77,0.79
CL,2021-04-30,2021-04-30,0.79,0.8,1.14
CLX,2016-09-30,2016-08-03,1.28,1.3,1.88
CLX,2016-11-02,2016-11-02,1.42,1.36,-4.09
CLX,2017-02-03,2017-02-03,1.22,1.14,-6.4
CLX,2017-05-03,2017-05-03,1.3,1.31,0.54
CLX,2017-08-15,2017-08-03,1.49,1.52,1.88
CLX,2017-11-01,2017-11-01,1.42,1.46,3.18
CLX,2018-02-02,2018-02-02,1.23,1.77,44.37
CLX,2018-05-02,2018-05-02,1.31,1.37,4.9
CLX,2018-08-14,2018-08-02,1.57,1.58,0.57
CLX,2018-10-31,2018-10-31,1.58,1.62,2.47
CLX,2019-02-04,2019-02-04,1.3,1.4,7.53
CLX,2019-05-01,2019-05-01,1.45,1.44,-0.76
CLX,2019-08-14,2019-08-01,1.83,1.88,2.68
CLX,2019-10-31,2019-10-31,1.54,1.59,3.18
CLX,2020-02-04,2020-02-04,1.31,1.46,11.2
CLX,2020-05-01,2020-05-01,1.67,1.89,13.38
CLX,2020-08-13,2020-08-03,1.99,2.41,20.86
CLX,2020-11-02,2020-11-02,2.32,2.63,13.26
CLX,2021-02-04,2021-02-04,1.78,2.03,13.79
CLX,2021-04-30,2021-04-30,1.48,1.62,9.61
CMCSA,2016-07-27,2016-07-27,0.4,0.42,2.98
CMCSA,2016-10-26,2016-10-26,0.46,0.46,0.88
CMCSA,2017-02-03,2017-01-26,0.43,0.45,2.77
CMCSA,2017-04-27,2017-04-27,0.45,0.53,19.1
CMCSA,2017-07-27,2017-07-27,0.48,0.52,7.44
CMCSA,2017-10-26,2017-10-26,0.5,0.52,4.84
CMCSA,2018-01-31,2018-01-24,0.47,0.49,4.7
CMCSA,2018-04-25,2018-04-25,0.59,0.62,5.62
CMCSA,2018-07-26,2018-07-26,0.6,0.65,7.79
CMCSA,2018-10-25,2018-10-25,0.61,0.65,7.44
CMCSA,2019-01-31,2019-01-23,0.62,0.64,2.56
CMCSA,2019-04-25,2019-04-25,0.68,0.76,11.76
CMCSA,2019-07-25,2019-07-25,0.75,0.78,3.59
CMCSA,2019-10-24,2019-10-24,0.75,0.79,5.9
CMCSA,2020-01-30,2020-01-23,0.76,0.79,3.67
CMCSA,2020-04-30,2020-04-30,0.68,0.71,4.87
CMCSA,2020-07-30,2020-07-30,0.55,0.69,24.77
CMCSA,2020-10-29,2020-10-29,0.52,0.65,25.73
CMCSA,2021-02-04,2021-01-28,0.48,0.56,16.18
CMCSA,2021-04-29,2021-04-29,0.59,0.76,29.69
CME,2016-08-04,2016-07-28,1.11,1.14,2.89
CME,2016-11-04,2016-10-27,1.04,1.05,1.25
CME,2017-02-27,2017-02-02,1.11,1.14,3.17
CME,2017-05-04,2017-04-27,1.2,1.22,1.5
CME,2017-08-02,2017-08-01,1.21,1.23,2.07
CME,2017-11-02,2017-10-26,1.16,1.19,2.76
CME,2018-03-01,2018-02-01,1.09,1.12,2.56
CME,2018-05-03,2018-04-26,1.83,1.86,1.86
CME,2018-08-01,2018-07-26,1.72,1.74,1.22
CME,2018-11-02,2018-10-25,1.43,1.45,1.54
CME,2019-02-28,2019-02-14,1.72,1.77,3.09
CME,2019-05-08,2019-05-01,1.6,1.62,1.25
CME,2019-08-07,2019-07-31,1.77,1.76,-0.28
CME,2019-11-06,2019-10-30,1.76,1.9,7.77
CME,2020-02-28,2020-02-12,1.54,1.52,-1.49
CME,2020-05-06,2020-04-29,2.23,2.33,4.34
CME,2020-08-05,2020-07-29,1.62,1.63,0.68
CME,2020-11-04,2020-10-28,1.41,1.38,-2.13
CME,2021-02-26,2021-02-10,1.37,1.39,1.68
CME,2021-05-05,2021-04-28,1.75,1.79,2.52
CMG,2016-07-22,2016-07-21,0.93,0.87,-6.75
CMG,2016-10-26,2016-10-25,1.59,0.27,-82.97
CMG,2017-02-07,2017-02-02,0.57,0.55,-3.85
CMG,2017-04-26,2017-04-25,1.27,1.6,25.59
CMG,2017-07-26,2017-07-25,2.18,2.32,6.23
CMG,2017-10-25,2017-10-24,1.63,1.33,-18.25
CMG,2018-02-08,2018-02-06,1.32,1.34,1.28
CMG,2018-04-26,2018-04-25,1.57,2.13,36.1
CMG,2018-07-27,2018-07-26,2.81,2.87,2.32
CMG,2018-10-26,2018-10-25,2.0,2.16,8.05
CMG,2019-02-08,2019-02-06,1.37,1.72,25.18
CMG,2019-04-25,2019-04-24,3.01,3.4,12.84
CMG,2019-07-24,2019-07-23,3.76,3.99,6.17
CMG,2019-10-23,2019-10-22,3.22,3.82,18.78
CMG,2020-02-05,2020-02-04,2.75,2.86,3.89
CMG,2020-04-29,2020-04-21,2.91,3.08,5.84
CMG,2020-07-29,2020-07-22,0.35,0.4,13.31
CMG,2020-10-28,2020-10-21,3.47,3.76,8.48
CMG,2021-02-10,2021-02-02,3.73,3.48,-6.73
CMG,2021-04-29,2021-04-21,4.89,5.36,9.63
CMI,2016-08-02,2016-08-02,2.16,2.4,10.91
CMI,2016-11-01,2016-11-01,1.96,1.72,-12.07
CMI,2017-02-13,2017-02-09,1.99,2.25,13.07
CMI,2017-05-02,2017-05-02,1.81,2.36,30.53
CMI,2017-08-01,2017-08-01,2.58,2.53,-1.82
CMI,2017-10-31,2017-10-31,2.46,2.71,10.34
CMI,2018-02-14,2018-02-06,2.67,3.03,13.31
CMI,2018-05-01,2018-05-01,2.93,2.43,-17.04
CMI,2018-07-31,2018-07-31,3.63,3.29,-9.42
CMI,2018-10-30,2018-10-30,3.76,4.05,7.83
CMI,2019-02-11,2019-02-06,3.81,3.48,-8.59
CMI,2019-04-30,2019-04-30,3.57,4.2,17.78
CMI,2019-07-30,2019-07-30,4.41,4.27,-3.06
CMI,2019-10-29,2019-10-29,3.83,3.83,0.08
CMI,2020-02-11,2020-02-04,2.42,2.56,5.7
CMI,2020-04-28,2020-04-28,2.17,3.18,46.88
CMI,2020-07-28,2020-07-28,0.93,1.95,110.58
CMI,2020-10-27,2020-10-27,2.43,3.57,47.03
CMI,2021-02-10,2021-02-04,2.8,3.36,20.09
CMI,2021-05-04,2021-05-04,3.47,4.07,17.29
CMS,2016-07-28,2016-07-28,0.36,0.45,25.7
CMS,2016-10-27,2016-10-27,0.62,0.7,13.09
CMS,2017-02-07,2017-02-02,0.29,0.29,0.0
CMS,2017-05-01,2017-05-01,0.68,0.71,5.03
CMS,2017-07-28,2017-07-28,0.39,0.33,-15.17
CMS,2017-10-26,2017-10-26,0.56,0.62,9.93
CMS,2018-02-14,2018-02-14,0.51,0.51,-0.78
CMS,2018-04-26,2018-04-26,0.82,0.86,5.13
CMS,2018-07-26,2018-07-26,0.41,0.48,17.36
CMS,2018-10-25,2018-10-25,0.58,0.59,2.43
CMS,2019-02-05,2019-01-31,0.4,0.4,-0.99
CMS,2019-04-25,2019-04-25,0.78,0.75,-3.35
CMS,2019-07-25,2019-07-25,0.36,0.33,-8.33
CMS,2019-10-24,2019-10-24,0.67,0.73,9.45
CMS,2020-02-06,2020-01-30,0.69,0.68,-1.02
CMS,2020-04-27,2020-04-27,0.79,0.86,8.59
CMS,2020-08-03,2020-08-03,0.42,0.49,15.57
CMS,2020-10-29,2020-10-29,0.72,0.77,7.24
CMS,2021-02-11,2021-02-04,0.55,0.56,1.08
CMS,2021-04-29,2021-04-29,1.14,1.21,6.23
CNC,2016-07-26,2016-07-26,1.09,1.29,18.78
CNC,2016-10-25,2016-10-25,1.15,1.11,-3.31
CNC,2017-02-21,2017-02-07,1.11,1.19,7.4
CNC,2017-04-25,2017-04-25,0.52,0.56,6.87
CNC,2017-07-25,2017-07-25,0.66,0.8,20.82
CNC,2017-10-24,2017-10-24,0.62,0.68,8.7
CNC,2018-02-20,2018-02-06,0.46,0.49,4.53
CNC,2018-04-24,2018-04-24,0.96,1.09,12.67
CNC,2018-07-24,2018-07-24,0.88,0.9,1.81
CNC,2018-10-23,2018-10-23,0.88,0.9,1.24
CNC,2019-02-19,2019-02-05,0.66,0.69,4.23
CNC,2019-04-23,2019-04-23,1.34,1.39,3.96
CNC,2019-07-23,2019-07-23,1.24,1.34,8.5
CNC,2019-10-22,2019-10-22,0.95,0.96,0.95
CNC,2020-02-18,2020-02-04,0.73,0.73,-0.41
CNC,2020-04-28,2020-04-28,0.99,0.86,-12.87
CNC,2020-07-28,2020-07-28,2.38,2.4,0.76
CNC,2020-10-27,2020-10-27,0.97,1.26,29.76
CNC,2021-02-22,2021-02-09,0.47,0.46,-2.13
CNC,2021-04-27,2021-04-27,1.59,1.63,2.52
CNP,2016-08-05,2016-08-05,0.2,0.17,-15.84
CNP,2016-11-04,2016-11-04,0.36,0.41,12.95
CNP,2017-02-28,2017-02-28,0.28,0.26,-7.47
CNP,2017-05-05,2017-05-05,0.34,0.37,7.56
CNP,2017-08-03,2017-08-03,0.22,0.29,32.42
CNP,2017-11-03,2017-11-03,0.39,0.38,-3.55
CNP,2018-02-22,2018-02-22,0.3,0.33,10.37
CNP,2018-05-04,2018-05-04,0.44,0.55,24.72
CNP,2018-08-03,2018-08-03,0.32,0.3,-7.12
CNP,2018-11-08,2018-11-08,0.42,0.39,-7.36
CNP,2019-02-28,2019-02-28,0.34,0.36,4.96
CNP,2019-05-09,2019-05-09,0.54,0.46,-14.18
CNP,2019-08-07,2019-08-07,0.31,0.35,14.38
CNP,2019-11-07,2019-11-07,0.43,0.53,22.69
CNP,2020-02-27,2020-02-27,0.36,0.45,25.35
CNP,2020-05-07,2020-05-07,0.44,0.65,49.08
CNP,2020-08-06,2020-08-06,0.21,0.21,0.96
CNP,2020-11-05,2020-11-05,0.3,0.34,11.84
CNP,2021-02-25,2021-02-25,0.2,0.29,43.56
CNP,2021-05-06,2021-05-06,0.53,0.59,10.69
COP,2016-08-02,2016-07-28,-0.61,-0.79,-29.08
COP,2016-11-01,2016-10-27,-0.69,-0.66,5.04
COP,2017-02-21,2017-02-02,-0.42,-0.26,37.95
COP,2017-05-04,2017-05-02,0.01,-0.02,-300.0
COP,2017-08-01,2017-07-27,-0.01,0.14,1033.33
COP,2017-10-31,2017-10-26,0.08,0.16,90.48
COP,2018-02-20,2018-02-01,0.45,0.45,0.0
COP,2018-05-01,2018-04-26,0.73,0.96,31.87
COP,2018-08-01,2018-07-26,1.08,1.09,0.55
COP,2018-10-30,2018-10-25,1.18,1.36,15.45
COP,2019-02-19,2019-01-31,1.01,1.13,12.33
COP,2019-05-02,2019-04-30,0.9,1.0,10.99
COP,2019-08-01,2019-07-30,1.03,1.01,-2.32
COP,2019-10-31,2019-10-29,0.73,0.82,12.95
COP,2020-02-18,2020-02-04,0.81,0.76,-5.59
COP,2020-05-05,2020-04-30,0.23,0.45,95.65
COP,2020-08-04,2020-07-30,-0.58,-0.92,-59.72
COP,2020-11-03,2020-10-29,-0.32,-0.31,2.52
COP,2021-02-16,2021-02-02,-0.28,-0.19,33.1
COP,2021-05-06,2021-05-04,0.51,0.69,34.5
COST,2016-10-12,2016-09-29,1.73,1.77,2.55
COST,2016-12-16,2016-12-07,1.19,1.17,-1.76
COST,2017-03-09,2017-03-02,1.36,1.17,-13.78
COST,2017-06-01,2017-05-25,1.31,1.4,6.63
COST,2017-10-18,2017-10-05,2.02,2.08,3.12
COST,2017-12-21,2017-12-14,1.34,1.45,7.97
COST,2018-03-15,2018-03-07,1.47,1.59,8.31
COST,2018-06-07,2018-05-31,1.69,1.7,0.83
COST,2018-10-26,2018-10-04,2.36,2.36,0.0
COST,2018-12-20,2018-12-13,1.62,1.61,-0.8
COST,2019-03-13,2019-03-07,1.69,2.01,18.65
COST,2019-06-06,2019-05-30,1.82,1.89,3.73
COST,2019-10-11,2019-10-03,2.55,2.69,5.7
COST,2019-12-23,2019-12-12,1.72,1.73,0.87
COST,2020-03-12,2020-03-05,2.06,2.1,1.74
COST,2020-06-04,2020-05-28,1.95,1.89,-3.03
COST,2020-10-07,2020-09-24,2.84,3.04,7.19
COST,2020-12-16,2020-12-10,2.05,2.3,12.14
COST,2021-03-10,2021-03-04,2.45,2.14,-12.62
COST,2021-06-03,2021-05-27,2.34,2.75,17.72
CPB,2016-09-22,2016-09-01,0.5,0.46,-7.82
CPB,2016-12-07,2016-11-22,0.95,1.0,5.6
CPB,2017-03-09,2017-02-17,0.88,0.91,3.53
CPB,2017-06-08,2017-05-19,0.64,0.59,-7.09
CPB,2017-09-27,2017-08-31,0.55,0.52,-5.28
CPB,2017-12-08,2017-11-21,0.97,0.92,-4.86
CPB,2018-03-05,2018-02-16,0.81,1.0,23.15
CPB,2018-06-05,2018-05-18,0.6,0.7,15.89
CPB,2018-09-27,2018-08-30,0.24,0.25,2.88
CPB,2018-12-06,2018-11-20,0.7,0.79,12.54
CPB,2019-03-06,2019-02-27,0.7,0.77,9.53
CPB,2019-06-05,2019-06-05,0.47,0.56,18.9
CPB,2019-09-26,2019-08-30,0.41,0.5,21.65
CPB,2019-12-04,2019-12-04,0.71,0.78,9.24
CPB,2020-03-04,2020-03-04,0.66,0.72,8.43
CPB,2020-06-03,2020-06-03,0.75,0.83,10.08
CPB,2020-09-24,2020-09-03,0.6,0.63,5.35
CPB,2020-12-09,2020-12-09,0.91,1.02,12.21
CPB,2021-03-10,2021-03-10,0.84,0.84,0.36
CPB,2021-06-09,2021-06-09,0.66,0.57,-13.24
CPT,2016-07-29,2016-07-28,0.73,4.94,580.44
CPT,2016-10-28,2016-10-27,0.56,3.21,478.38
CPT,2017-02-13,2017-02-07,0.39,0.45,15.09
CPT,2017-05-05,2017-05-04,0.41,0.39,-5.57
CPT,2017-07-28,2017-07-28,0.46,0.43,-5.7
CPT,2017-10-27,2017-10-26,0.42,0.38,-9.52
CPT,2018-02-16,2018-02-01,0.5,0.91,83.1
CPT,2018-05-04,2018-05-03,0.45,0.41,-9.49
CPT,2018-08-03,2018-08-02,0.46,0.4,-12.66
CPT,2018-10-26,2018-10-25,0.42,0.4,-3.61
CPT,2019-02-15,2019-01-31,0.44,0.41,-7.03
CPT,2019-05-03,2019-05-02,0.42,0.4,-4.76
CPT,2019-07-26,2019-07-25,0.45,0.43,-5.29
CPT,2019-11-01,2019-10-31,0.44,0.44,-0.9
CPT,2020-05-08,2020-05-07,0.46,0.43,-5.91
CPT,2020-07-31,2020-07-30,0.26,0.17,-35.36
CPT,2020-10-30,2020-10-29,0.26,0.35,34.62
CPT,2021-02-18,2021-02-04,0.34,0.29,-15.45
CPT,2021-04-30,2021-04-29,0.32,0.31,-3.13
CRL,2016-08-03,2016-08-03,1.1,1.2,8.79
CRL,2016-11-02,2016-11-02,1.13,1.18,4.15
CRL,2017-02-14,2017-02-14,1.11,1.21,9.11
CRL,2017-05-10,2017-05-10,1.14,1.29,13.46
CRL,2017-08-09,2017-08-09,1.22,1.29,5.82
CRL,2017-11-09,2017-11-09,1.22,1.3,6.56
CRL,2018-02-13,2018-02-13,1.25,1.4,11.73
CRL,2018-05-10,2018-05-10,1.26,1.38,9.26
CRL,2018-08-08,2018-08-08,1.46,1.62,10.81
CRL,2018-11-07,2018-11-07,1.38,1.53,10.63
CRL,2019-02-13,2019-02-13,1.4,1.49,6.73
CRL,2019-05-07,2019-05-07,1.38,1.4,1.3
CRL,2019-07-31,2019-07-31,1.55,1.63,4.96
CRL,2019-11-06,2019-11-06,1.63,1.69,3.55
CRL,2020-02-11,2020-02-11,1.84,2.01,9.54
CRL,2020-05-07,2020-05-07,1.48,1.84,24.16
CRL,2020-08-05,2020-08-05,1.26,1.58,25.0
CRL,2020-10-29,2020-10-29,1.8,2.33,29.52
CRL,2021-02-17,2021-02-17,2.11,2.39,13.54
CRL,2021-05-04,2021-05-04,2.19,2.53,15.42
CRM,2016-09-01,2016-08-31,0.22,0.24,9.09
CRM,2016-11-21,2016-11-17,0.21,0.24,13.21
CRM,2017-03-06,2017-02-28,0.25,0.28,12.9
CRM,2017-05-22,2017-05-18,0.26,0.28,8.11
CRM,2017-08-25,2017-08-22,0.32,0.33,4.43
CRM,2017-11-22,2017-11-21,0.37,0.39,6.56
CRM,2018-03-09,2018-02-28,0.34,0.35,4.48
CRM,2018-05-31,2018-05-29,0.46,0.74,61.93
CRM,2018-08-31,2018-08-29,0.47,0.71,50.42
CRM,2018-11-28,2018-11-27,0.5,0.61,22.0
CRM,2019-03-08,2019-03-04,0.55,0.7,26.35
CRM,2019-06-05,2019-06-04,0.61,0.93,52.71
CRM,2019-08-23,2019-08-22,0.47,0.66,41.03
CRM,2019-12-04,2019-12-03,0.66,0.75,14.16
CRM,2020-03-05,2020-02-25,0.56,0.66,18.92
CRM,2020-06-01,2020-05-28,0.69,0.7,1.01
CRM,2020-08-28,2020-08-25,0.67,1.44,116.22
CRM,2020-12-04,2020-12-01,0.75,1.74,132.93
CRM,2021-03-17,2021-02-25,0.75,1.04,39.04
CRM,2021-06-02,2021-05-27,0.89,1.21,36.72
CSCO,2016-09-08,2016-08-17,0.6,0.63,5.0
CSCO,2016-11-22,2016-11-16,0.59,0.61,3.04
CSCO,2017-02-21,2017-02-15,0.56,0.57,1.42
CSCO,2017-05-23,2017-05-17,0.58,0.6,3.81
CSCO,2017-09-07,2017-08-16,0.61,0.61,0.66
CSCO,2017-11-21,2017-11-15,0.6,0.61,1.67
CSCO,2018-02-20,2018-02-14,0.59,0.63,6.78
CSCO,2018-05-22,2018-05-16,0.65,0.66,1.07
CSCO,2018-09-06,2018-08-15,0.69,0.7,1.89
CSCO,2018-11-20,2018-11-14,0.72,0.75,4.6
CSCO,2019-02-19,2019-02-13,0.72,0.73,1.11
CSCO,2019-05-21,2019-05-15,0.77,0.78,0.78
CSCO,2019-09-05,2019-08-14,0.82,0.83,1.72
CSCO,2019-11-19,2019-11-13,0.81,0.84,4.09
CSCO,2020-02-18,2020-02-12,0.76,0.77,1.45
CSCO,2020-05-18,2020-05-13,0.69,0.79,14.16
CSCO,2020-09-03,2020-08-12,0.74,0.8,8.4
CSCO,2020-11-17,2020-11-12,0.7,0.76,7.95
CSCO,2021-02-16,2021-02-08,0.76,0.79,4.5
CSCO,2021-05-25,2021-05-19,0.82,0.83,1.22
CSX,2016-07-14,2016-07-13,0.44,0.47,6.82
CSX,2016-10-12,2016-10-12,0.45,0.48,6.67
CSX,2017-02-14,2017-01-17,0.5,0.49,-1.8
CSX,2017-04-20,2017-04-19,0.43,0.51,19.16
CSX,2017-07-19,2017-07-18,0.59,0.64,8.29
CSX,2017-10-18,2017-10-17,0.51,0.51,-0.58
CSX,2018-02-07,2018-01-16,0.56,0.64,13.68
CSX,2018-04-18,2018-04-17,0.66,0.78,18.9
