Ticker,Publish Date,Earning Date,epsestimate,epsactual,epssurprisepct
MLM,2017-05-10,2017-05-02,0.4,0.67,69.62
MLM,2017-08-01,2017-08-01,2.36,2.25,-4.78
MLM,2017-11-02,2017-11-02,2.45,2.39,-2.45
MLM,2018-02-23,2018-02-13,1.47,1.88,28.07
MLM,2018-05-08,2018-05-08,0.22,0.16,-26.94
MLM,2018-07-27,2018-07-26,2.85,2.92,2.53
MLM,2018-11-07,2018-11-06,2.78,2.85,2.41
MLM,2019-03-18,2019-02-12,1.74,1.5,-13.79
MLM,2019-05-01,2019-04-30,0.34,0.68,97.67
MLM,2019-07-31,2019-07-30,3.18,3.01,-5.41
MLM,2019-10-30,2019-10-29,3.51,3.96,12.95
MLM,2020-02-21,2020-02-11,2.19,2.09,-4.52
MLM,2020-05-05,2020-05-05,0.49,0.41,-16.16
MLM,2020-07-28,2020-07-28,3.02,3.49,15.6
MLM,2020-10-29,2020-10-29,3.76,4.71,25.17
MLM,2021-02-19,2021-02-09,2.3,2.93,27.23
MLM,2021-05-04,2021-05-04,0.5,1.04,106.35
MMM,2016-08-02,2016-07-26,2.07,2.08,0.63
MMM,2016-11-01,2016-10-25,2.14,2.15,0.51
MMM,2017-02-09,2017-01-24,1.87,1.88,0.43
MMM,2017-05-03,2017-04-25,2.06,2.16,4.65
MMM,2017-08-01,2017-07-25,2.54,2.58,1.45
MMM,2017-10-31,2017-10-24,2.21,2.33,5.53
MMM,2018-02-08,2018-01-25,2.01,2.1,4.53
MMM,2018-05-08,2018-04-24,2.5,2.5,-0.12
MMM,2018-07-26,2018-07-24,2.58,2.59,0.27
MMM,2018-10-25,2018-10-23,2.7,2.58,-4.52
MMM,2019-02-07,2019-01-29,2.28,2.31,1.32
MMM,2019-04-26,2019-04-25,2.49,2.23,-10.41
MMM,2019-07-26,2019-07-25,2.05,2.13,3.7
MMM,2019-10-25,2019-10-24,2.49,2.58,3.53
MMM,2020-02-06,2020-01-28,2.1,2.15,2.38
MMM,2020-04-28,2020-04-28,2.03,2.16,6.3
MMM,2020-07-28,2020-07-28,1.8,1.78,-1.17
MMM,2020-10-27,2020-10-27,2.26,2.43,7.38
MMM,2021-02-04,2021-01-26,2.15,2.38,10.59
MMM,2021-04-27,2021-04-27,2.29,2.77,20.8
MNST,2016-08-05,2016-08-04,0.34,0.33,-3.79
MNST,2016-11-07,2016-11-03,0.37,0.34,-7.8
MNST,2017-04-13,2017-03-01,0.3,0.36,18.81
MNST,2017-05-08,2017-05-04,0.32,0.33,3.45
MNST,2017-08-09,2017-08-08,0.4,0.39,-2.26
MNST,2017-11-09,2017-11-08,0.4,0.4,1.01
MNST,2018-03-01,2018-02-28,0.37,0.28,-24.73
MNST,2018-05-10,2018-05-08,0.39,0.39,-0.51
MNST,2018-08-09,2018-08-08,0.47,0.48,1.91
MNST,2018-11-08,2018-11-07,0.46,0.5,9.41
MNST,2019-02-28,2019-02-27,0.41,0.43,6.17
MNST,2019-05-03,2019-05-02,0.42,0.5,17.92
MNST,2019-08-08,2019-08-07,0.56,0.53,-5.02
MNST,2019-11-08,2019-11-07,0.54,0.55,1.48
MNST,2020-02-28,2020-02-27,0.47,0.47,0.64
MNST,2020-05-11,2020-05-07,0.48,0.52,8.33
MNST,2020-08-06,2020-08-04,0.49,0.59,21.4
MNST,2020-11-06,2020-11-05,0.63,0.65,2.85
MNST,2021-03-01,2021-02-25,0.62,0.62,0.65
MNST,2021-05-07,2021-05-06,0.61,0.59,-3.91
MO,2016-07-27,2016-07-27,0.8,0.81,1.5
MO,2016-10-27,2016-10-27,0.8,0.82,1.99
MO,2017-06-15,2017-05-02,0.74,0.73,-0.68
MO,2017-05-02,2017-05-02,0.74,0.73,-0.68
MO,2017-07-27,2017-07-27,0.86,0.85,-1.16
MO,2017-10-26,2017-10-26,0.87,0.9,2.97
MO,2018-05-31,2018-04-26,0.93,0.95,2.7
MO,2018-04-26,2018-04-26,0.93,0.95,2.7
MO,2018-07-26,2018-07-26,1.0,1.01,0.7
MO,2018-10-25,2018-10-25,1.07,1.08,1.31
MO,2019-05-29,2019-04-25,0.92,0.9,-2.39
MO,2019-04-25,2019-04-25,0.92,0.9,-2.39
MO,2019-07-30,2019-07-30,1.11,1.1,-0.54
MO,2019-10-31,2019-10-31,1.15,1.19,3.57
MO,2020-05-19,2020-04-30,0.98,1.09,11.0
MO,2020-04-30,2020-04-30,0.98,1.09,11.0
MO,2020-07-30,2020-07-28,1.06,1.09,3.12
MO,2020-10-30,2020-10-30,1.16,1.19,2.94
MO,2021-02-26,2021-01-28,1.02,0.99,-2.65
MO,2021-04-29,2021-04-29,1.05,1.07,2.1
MOH,2016-07-27,2016-07-27,0.49,0.67,35.9
MOH,2016-10-27,2016-10-27,0.76,0.85,11.26
MOH,2017-03-01,2017-02-15,0.75,-1.54,-305.88
MOH,2017-05-04,2017-05-02,0.58,1.47,153.01
MOH,2017-08-02,2017-08-02,0.84,-4.01,-575.68
MOH,2017-11-07,2017-11-02,0.2,-1.62,-918.18
MOH,2018-03-01,2018-02-12,0.18,-3.42,-1989.5
MOH,2018-04-30,2018-04-30,0.77,1.71,123.24
MOH,2018-08-01,2018-07-31,1.08,3.08,186.51
MOH,2018-11-01,2018-10-31,1.64,2.97,81.1
MOH,2019-02-19,2019-02-11,1.52,3.07,102.11
MOH,2019-04-30,2019-04-29,2.44,3.04,24.39
MOH,2019-07-31,2019-07-30,2.66,3.11,17.09
MOH,2019-10-30,2019-10-29,2.72,2.8,2.87
MOH,2020-02-14,2020-02-10,2.65,2.73,3.14
MOH,2020-05-01,2020-04-30,2.95,3.02,2.48
MOH,2020-07-31,2020-07-30,4.57,4.79,4.86
MOH,2020-10-29,2020-10-28,2.24,3.36,50.07
MOH,2021-02-16,2021-02-10,0.89,-0.51,-157.5
MOH,2021-04-29,2021-04-28,3.68,4.44,20.65
MOS,2016-08-02,2016-08-02,0.12,0.06,-48.72
MOS,2016-11-01,2016-11-01,0.1,0.41,301.96
MOS,2017-02-01,2017-02-07,0.13,0.26,101.55
MOS,2017-05-03,2017-05-02,0.23,0.04,-82.22
MOS,2017-08-01,2017-08-01,0.23,0.29,26.64
MOS,2017-11-03,2017-10-31,0.18,0.43,133.7
MOS,2018-02-21,2018-02-19,0.28,0.34,19.3
MOS,2018-05-09,2018-05-07,0.28,0.2,-27.8
MOS,2018-08-07,2018-08-06,0.38,0.4,4.44
MOS,2018-11-06,2018-11-05,0.65,0.75,15.21
MOS,2019-03-13,2019-02-25,0.57,0.77,34.85
MOS,2019-05-07,2019-05-06,0.24,0.25,3.73
MOS,2019-08-06,2019-08-06,0.29,0.12,-58.33
MOS,2019-11-05,2019-11-04,0.23,0.08,-64.44
MOS,2020-02-20,2020-02-19,-0.05,-0.29,-447.17
MOS,2020-05-05,2020-05-04,-0.08,-0.06,21.05
MOS,2020-08-04,2020-08-03,-0.01,0.11,1100.0
MOS,2020-11-03,2020-11-02,0.17,0.23,37.72
MOS,2021-02-22,2021-02-17,0.2,0.57,190.82
MOS,2021-05-04,2021-05-03,0.53,0.57,8.57
MPC,2016-08-03,2016-07-28,0.97,1.07,10.77
MPC,2016-10-31,2016-10-27,0.81,0.58,-28.48
MPC,2017-02-24,2017-02-01,0.26,0.43,65.38
MPC,2017-05-01,2017-04-27,-0.05,0.06,225.0
MPC,2017-08-03,2017-07-27,1.07,1.03,-3.38
MPC,2017-10-30,2017-10-26,1.49,1.77,19.19
MPC,2018-02-28,2018-02-01,0.95,1.03,8.08
MPC,2018-04-30,2018-04-30,0.16,0.08,-48.72
MPC,2018-08-06,2018-07-26,2.03,2.27,12.04
MPC,2018-11-05,2018-11-01,1.7,1.62,-4.71
MPC,2019-02-28,2019-02-07,1.96,2.22,13.5
MPC,2019-05-09,2019-05-08,0.05,-0.09,-276.47
MPC,2019-08-05,2019-08-01,1.33,1.73,30.57
MPC,2019-11-04,2019-10-31,1.38,1.63,17.95
MPC,2020-02-28,2020-01-29,0.86,1.56,81.18
MPC,2020-05-07,2020-05-05,-0.31,-0.16,48.39
MPC,2020-08-03,2020-08-03,-1.75,-1.33,24.0
MPC,2020-11-06,2020-11-02,-1.7,-1.0,41.21
MPC,2021-02-26,2021-02-02,-1.41,-0.94,33.24
MPC,2021-05-06,2021-05-04,-0.71,-0.2,71.91
MPWR,2016-07-29,2016-07-25,0.54,0.54,0.0
MPWR,2016-11-03,2016-10-31,0.65,0.66,1.69
MPWR,2017-03-01,2017-02-09,0.63,0.65,3.34
MPWR,2017-05-05,2017-04-26,0.57,0.58,1.58
MPWR,2017-07-31,2017-07-26,0.67,0.68,1.19
MPWR,2017-11-06,2017-10-26,0.82,0.84,2.44
MPWR,2018-03-01,2018-02-08,0.8,0.82,2.24
MPWR,2018-05-08,2018-04-30,0.77,0.79,3.0
MPWR,2018-08-02,2018-07-25,0.9,0.9,0.45
MPWR,2018-11-02,2018-10-25,1.05,1.06,1.34
MPWR,2019-03-01,2019-02-12,0.98,0.99,0.61
MPWR,2019-05-10,2019-05-02,0.84,0.84,0.0
MPWR,2019-08-02,2019-07-31,0.92,0.92,-0.22
MPWR,2019-11-01,2019-10-22,1.07,1.08,1.41
MPWR,2020-02-28,2020-02-05,1.03,1.04,0.68
MPWR,2020-05-11,2020-04-28,0.94,0.95,0.85
MPWR,2020-08-03,2020-07-28,1.0,1.08,8.22
MPWR,2020-11-06,2020-10-29,1.68,1.69,0.66
MPWR,2021-03-01,2021-02-04,1.24,1.31,5.56
MPWR,2021-05-10,2021-05-04,1.34,1.46,8.87
MRK,2016-08-08,2016-07-29,0.91,0.93,2.09
MRK,2016-11-07,2016-10-25,0.99,1.07,8.19
MRK,2017-02-28,2017-02-02,0.89,0.89,0.11
MRK,2017-05-09,2017-05-02,0.83,0.88,5.9
MRK,2017-08-08,2017-07-28,0.87,1.01,15.56
MRK,2017-11-07,2017-10-27,1.03,1.11,7.56
MRK,2018-02-27,2018-02-02,0.94,0.98,4.81
MRK,2018-05-08,2018-05-01,1.0,1.05,5.11
MRK,2018-08-07,2018-07-27,1.03,1.06,2.91
MRK,2018-11-06,2018-10-25,1.14,1.19,4.39
MRK,2019-02-27,2019-02-01,1.03,1.04,0.58
MRK,2019-05-08,2019-04-30,1.06,1.22,15.09
MRK,2019-08-06,2019-07-30,1.16,1.3,12.26
MRK,2019-11-05,2019-10-29,1.24,1.51,21.58
MRK,2020-02-26,2020-02-05,1.15,1.16,0.96
MRK,2020-05-06,2020-04-28,1.34,1.5,11.77
MRK,2020-08-05,2020-07-31,1.04,1.37,31.6
MRK,2020-11-05,2020-10-27,1.44,1.74,20.83
MRK,2021-02-25,2021-02-04,1.38,1.32,-4.28
MRK,2021-05-05,2021-04-29,1.63,1.4,-13.9
MRNA,2019-05-09,2019-05-08,-0.36,-0.4,-9.89
MRNA,2019-08-08,2019-08-07,-0.44,-0.41,6.82
MRNA,2019-11-06,2019-11-06,-0.43,-0.37,13.55
MRNA,2020-02-27,2020-02-26,-0.42,-0.37,12.11
MRNA,2020-05-07,2020-05-07,-0.35,-0.35,0.85
MRNA,2020-08-06,2020-08-05,-0.35,-0.31,11.68
MRNA,2020-10-30,2020-10-29,-0.43,-0.59,-38.5
MRNA,2021-02-26,2021-02-25,-0.35,-0.69,-99.42
MRNA,2021-05-06,2021-05-06,2.39,2.84,18.98
MRO,2016-08-04,2016-08-03,-0.24,-0.23,6.12
MRO,2016-11-03,2016-11-02,-0.2,-0.11,44.44
MRO,2017-02-24,2017-02-15,-0.15,-0.1,31.51
MRO,2017-05-05,2017-05-04,-0.1,-0.07,27.08
MRO,2017-08-03,2017-08-02,-0.15,-0.17,-16.44
MRO,2017-11-02,2017-11-01,-0.13,-0.08,39.85
MRO,2018-02-22,2018-02-14,0.01,0.07,677.78
MRO,2018-05-03,2018-05-02,0.14,0.18,28.57
MRO,2018-08-02,2018-08-01,0.2,0.15,-25.74
MRO,2018-11-08,2018-11-07,0.21,0.24,15.94
MRO,2019-02-21,2019-02-13,0.14,0.15,4.17
MRO,2019-05-02,2019-05-01,0.07,0.31,324.66
MRO,2019-08-08,2019-08-07,0.13,0.23,76.92
MRO,2019-11-07,2019-11-06,0.06,0.14,125.81
MRO,2020-02-20,2020-02-12,0.1,0.07,-32.69
MRO,2020-05-07,2020-05-06,-0.14,-0.16,-11.89
MRO,2020-08-06,2020-08-05,-0.63,-0.6,5.21
MRO,2020-11-05,2020-11-04,-0.28,-0.28,-1.45
MRO,2021-02-23,2021-02-22,-0.2,-0.12,39.39
MRO,2021-05-06,2021-05-05,0.11,0.21,100.0
MSCI,2016-07-29,2016-07-28,0.72,0.77,7.39
MSCI,2016-10-28,2016-10-27,0.73,0.77,5.19
MSCI,2017-02-24,2017-02-02,0.75,0.81,7.43
MSCI,2017-05-05,2017-05-04,0.85,0.88,3.53
MSCI,2017-08-04,2017-08-02,0.9,0.95,5.2
MSCI,2017-11-03,2017-11-02,0.97,1.0,3.09
MSCI,2018-02-26,2018-02-01,1.0,1.15,14.54
MSCI,2018-05-04,2018-05-03,1.26,1.31,3.8
MSCI,2018-08-03,2018-08-02,1.28,1.3,1.25
MSCI,2018-11-02,2018-11-01,1.29,1.35,4.41
MSCI,2019-02-22,2019-01-31,1.3,1.31,0.69
MSCI,2019-05-03,2019-05-02,1.41,1.55,10.24
MSCI,2019-08-01,2019-08-01,1.51,1.54,2.19
MSCI,2019-10-31,2019-10-31,1.6,1.68,5.33
MSCI,2020-02-18,2020-01-30,1.61,1.67,3.92
MSCI,2020-04-29,2020-04-28,1.68,1.9,12.96
MSCI,2020-07-29,2020-07-28,1.68,1.77,5.48
MSCI,2020-10-28,2020-10-27,1.81,2.2,21.61
MSCI,2021-02-12,2021-01-28,1.95,1.96,0.67
MSCI,2021-04-28,2021-04-27,2.26,2.46,8.9
MSFT,2016-07-28,2016-07-19,0.58,0.69,18.76
MSFT,2016-10-20,2016-10-20,0.68,0.76,11.27
MSFT,2017-01-26,2017-01-26,0.79,0.83,4.93
MSFT,2017-04-27,2017-04-27,0.7,0.73,4.73
MSFT,2017-08-02,2017-07-20,0.71,0.98,39.01
MSFT,2017-10-26,2017-10-26,0.72,0.84,16.5
MSFT,2018-01-31,2018-01-31,0.87,0.96,10.98
MSFT,2018-04-26,2018-04-26,0.85,0.95,11.9
MSFT,2018-08-03,2018-07-19,1.08,1.13,5.02
MSFT,2018-10-24,2018-10-24,0.96,1.14,18.38
MSFT,2019-01-30,2019-01-30,1.09,1.1,0.73
MSFT,2019-04-24,2019-04-24,1.0,1.14,14.11
MSFT,2019-08-01,2019-07-18,1.21,1.37,12.94
MSFT,2019-10-23,2019-10-23,1.25,1.38,10.84
MSFT,2020-01-29,2020-01-29,1.32,1.51,14.48
MSFT,2020-04-29,2020-04-29,1.26,1.4,10.67
MSFT,2020-07-30,2020-07-22,1.34,1.46,8.71
MSFT,2020-10-27,2020-10-27,1.54,1.82,17.88
MSFT,2021-01-26,2021-01-26,1.64,2.03,23.63
MSFT,2021-04-27,2021-04-27,1.78,2.03,14.11
MSI,2016-08-05,2016-08-04,0.86,1.03,19.77
MSI,2016-11-04,2016-11-03,1.2,1.37,13.98
MSI,2017-02-21,2017-02-02,1.85,2.03,9.49
MSI,2017-05-05,2017-05-04,0.57,0.71,24.34
MSI,2017-08-04,2017-08-03,1.04,1.12,8.0
MSI,2017-11-03,2017-11-02,1.4,1.53,9.21
MSI,2018-02-16,2018-02-01,2.04,2.1,2.99
MSI,2018-05-04,2018-05-03,0.87,1.1,26.73
MSI,2018-08-03,2018-08-02,1.37,1.46,6.41
MSI,2018-11-02,2018-11-01,1.72,1.94,13.12
MSI,2019-02-15,2019-02-07,2.53,2.63,4.12
MSI,2019-05-03,2019-05-02,1.14,1.28,11.89
MSI,2019-08-02,2019-08-01,1.6,1.69,5.89
MSI,2019-10-31,2019-10-30,1.95,2.04,4.4
MSI,2020-02-14,2020-02-06,2.79,2.94,5.57
MSI,2020-05-08,2020-05-07,1.28,1.49,16.32
MSI,2020-08-07,2020-08-06,1.21,1.39,14.97
MSI,2020-10-30,2020-10-29,1.78,1.95,9.8
MSI,2021-02-12,2021-02-04,2.74,2.86,4.38
MSI,2021-05-06,2021-05-06,1.62,1.87,15.22
MTCH,2016-08-09,2016-07-26,0.16,0.17,9.68
MTCH,2016-11-07,2016-11-01,0.19,0.23,18.56
MTCH,2017-02-25,2017-01-31,0.24,0.29,19.83
MTCH,2017-05-26,2017-05-02,0.12,0.12,-3.23
MTCH,2017-08-04,2017-08-01,0.19,0.16,-14.44
MTCH,2017-11-09,2017-11-07,0.22,0.19,-12.44
MTCH,2018-03-01,2018-02-06,0.32,0.18,-43.22
MTCH,2018-05-10,2018-05-08,0.23,0.26,11.59
MTCH,2018-08-09,2018-08-07,0.35,0.41,18.16
MTCH,2018-11-09,2018-11-06,0.36,0.39,8.94
MTCH,2019-02-28,2019-02-06,0.38,0.43,12.86
MTCH,2019-05-09,2019-05-07,0.31,0.42,34.19
MTCH,2019-08-09,2019-08-06,0.4,0.43,8.31
MTCH,2019-11-07,2019-11-05,0.42,0.51,22.3
MTCH,2020-05-08,2020-05-05,0.35,0.55,59.42
MTCH,2020-08-10,2020-08-04,0.43,0.32,-26.27
MTCH,2020-11-06,2020-11-04,0.44,0.46,4.55
MTCH,2021-02-25,2021-02-02,0.48,0.48,-0.83
MTCH,2021-05-07,2021-05-04,0.4,0.57,42.5
NCLH,2017-08-09,2017-08-08,0.97,1.02,5.15
NCLH,2017-11-09,2017-11-09,1.82,1.86,2.14
NCLH,2018-02-27,2018-02-22,0.64,0.68,6.58
NCLH,2018-05-07,2018-05-02,0.54,0.6,10.7
NCLH,2018-08-09,2018-08-09,1.02,1.21,18.16
NCLH,2018-11-09,2018-11-08,2.21,2.27,2.81
NCLH,2019-02-27,2019-02-21,0.79,0.85,7.05
NCLH,2019-05-10,2019-05-09,0.71,0.83,17.73
NCLH,2019-08-08,2019-08-08,1.26,1.3,3.09
NCLH,2019-11-08,2019-11-07,2.16,2.23,3.43
NCLH,2020-02-27,2020-02-20,0.7,0.73,4.29
NCLH,2020-05-15,2020-05-14,-0.5,-0.99,-97.6
NCLH,2020-08-10,2020-08-06,-2.26,-2.78,-22.85
NCLH,2020-11-09,2020-11-09,-2.24,-2.35,-4.68
NCLH,2021-02-26,2021-02-25,-2.17,-2.33,-7.23
NCLH,2021-05-10,2021-05-06,-2.05,-2.03,1.12
NEE,2016-07-28,2016-07-27,1.57,1.67,6.1
NEE,2016-11-01,2016-10-31,1.68,1.74,3.88
NEE,2017-02-23,2017-01-27,1.3,1.21,-6.64
NEE,2017-04-21,2017-04-21,1.56,1.75,12.04
NEE,2017-07-26,2017-07-26,1.76,1.86,5.86
NEE,2017-10-26,2017-10-26,1.77,1.85,4.64
NEE,2018-02-16,2018-01-26,1.31,1.25,-4.51
NEE,2018-04-24,2018-04-24,1.84,1.94,5.61
NEE,2018-07-25,2018-07-25,2.06,2.11,2.28
NEE,2018-10-23,2018-10-23,2.15,2.18,1.54
NEE,2019-02-15,2019-01-25,0.38,0.37,-2.86
NEE,2019-04-23,2019-04-23,0.51,0.55,7.21
NEE,2019-07-24,2019-07-24,0.58,0.59,1.73
NEE,2019-10-23,2019-10-22,0.57,0.6,4.55
NEE,2020-02-14,2020-01-24,0.37,0.36,-2.7
NEE,2020-04-23,2020-04-22,0.56,0.6,5.31
NEE,2020-07-24,2020-07-24,0.63,0.65,3.82
NEE,2020-10-23,2020-10-21,0.65,0.67,2.94
NEE,2021-02-12,2021-01-26,0.37,0.4,9.29
NEE,2021-04-23,2021-04-21,0.59,0.67,13.18
NEM,2016-07-20,2016-07-20,0.3,0.44,46.18
NEM,2016-10-26,2016-10-26,0.5,0.51,2.2
NEM,2017-02-21,2017-02-21,0.33,0.25,-23.78
NEM,2017-04-24,2017-04-24,0.22,0.25,12.11
NEM,2017-07-25,2017-07-25,0.26,0.46,74.9
NEM,2017-10-26,2017-10-26,0.33,0.35,5.42
NEM,2018-02-22,2018-02-22,0.38,0.4,6.67
NEM,2018-04-26,2018-04-26,0.33,0.35,7.69
NEM,2018-07-26,2018-07-26,0.24,0.26,8.33
NEM,2018-10-25,2018-10-25,0.2,0.33,69.23
NEM,2019-02-21,2019-02-21,0.25,0.4,62.6
NEM,2019-04-25,2019-04-25,0.27,0.33,20.44
NEM,2019-07-25,2019-07-25,0.23,0.12,-48.05
NEM,2019-11-05,2019-11-05,0.39,0.36,-7.46
NEM,2020-02-20,2020-02-20,0.48,0.5,5.26
NEM,2020-05-05,2020-05-05,0.42,0.4,-4.53
NEM,2020-07-30,2020-07-30,0.31,0.32,2.24
NEM,2020-10-29,2020-10-29,0.85,0.87,2.84
NEM,2021-02-18,2021-02-18,0.95,1.06,11.34
NEM,2021-04-29,2021-04-29,0.77,0.74,-4.39
NI,2016-08-02,2016-08-02,0.07,0.08,14.29
NI,2016-11-01,2016-11-01,0.07,0.06,-17.81
NI,2017-05-08,2017-05-03,0.67,0.71,5.97
NI,2017-05-03,2017-05-03,0.67,0.71,5.97
NI,2017-08-02,2017-08-02,0.1,0.1,0.0
NI,2017-11-01,2017-11-01,0.07,0.07,0.0
NI,2018-02-20,2018-02-20,0.32,0.33,2.8
NI,2018-05-02,2018-05-02,0.76,0.77,1.18
NI,2018-08-01,2018-08-01,0.09,0.07,-25.53
NI,2018-11-01,2018-11-01,0.06,0.1,56.25
NI,2019-02-20,2019-02-20,0.36,0.38,4.97
NI,2019-05-01,2019-05-01,0.77,0.82,6.63
NI,2019-07-31,2019-07-31,0.06,0.05,-12.28
NI,2019-10-30,2019-10-30,0.04,0.0,-100.0
NI,2020-02-28,2020-02-26,0.43,0.45,5.63
NI,2020-05-06,2020-05-06,0.8,0.76,-5.24
NI,2020-08-05,2020-08-05,0.08,0.13,64.56
NI,2020-11-02,2020-11-02,0.03,0.09,233.33
NI,2021-02-17,2021-02-17,0.33,0.34,3.34
NI,2021-05-05,2021-05-05,0.77,0.77,-0.26
NLSN,2016-07-26,2016-07-26,0.71,0.71,-0.42
NLSN,2016-10-25,2016-10-25,0.76,0.74,-2.63
NLSN,2017-02-17,2017-02-09,0.79,0.62,-21.82
NLSN,2017-04-25,2017-04-25,0.45,0.2,-55.26
NLSN,2017-07-27,2017-07-27,0.63,0.37,-41.46
NLSN,2017-10-25,2017-10-25,0.65,0.41,-36.63
NLSN,2018-02-08,2018-02-08,0.74,0.23,-68.92
NLSN,2018-04-26,2018-04-26,0.21,0.4,86.92
NLSN,2018-07-26,2018-07-26,0.37,0.47,28.07
NLSN,2018-10-25,2018-10-25,0.25,0.45,80.0
NLSN,2019-02-28,2019-02-28,0.3,0.51,68.32
NLSN,2019-04-30,2019-04-30,0.32,0.35,10.06
NLSN,2019-07-31,2019-07-31,0.42,0.53,26.19
NLSN,2019-11-07,2019-11-07,0.42,0.51,21.72
NLSN,2020-05-05,2020-04-30,0.33,0.29,-11.31
NLSN,2020-04-30,2020-04-30,0.33,0.29,-11.31
NLSN,2020-08-05,2020-08-05,0.31,0.41,30.57
NLSN,2020-11-02,2020-11-02,0.39,0.43,9.97
NLSN,2021-02-25,2021-02-25,0.46,0.53,15.47
NLSN,2021-05-06,2021-05-06,0.32,0.47,47.34
NOC,2016-07-27,2016-07-27,2.53,2.85,12.74
NOC,2016-10-26,2016-10-26,2.81,3.35,19.3
NOC,2017-01-30,2017-01-26,2.49,2.96,18.92
NOC,2017-04-26,2017-04-26,2.93,3.63,23.98
NOC,2017-07-26,2017-07-26,2.87,3.15,9.91
NOC,2017-10-25,2017-10-25,2.92,3.68,26.24
NOC,2018-01-29,2018-01-25,2.74,2.82,2.96
NOC,2018-04-25,2018-04-25,3.61,4.21,16.52
NOC,2018-07-25,2018-07-25,3.84,3.93,2.48
NOC,2018-10-24,2018-10-24,4.37,6.54,49.52
NOC,2019-01-31,2019-01-31,4.32,4.93,14.15
NOC,2019-04-24,2019-04-24,4.59,5.06,10.34
NOC,2019-07-24,2019-07-24,4.68,5.06,8.12
NOC,2019-10-24,2019-10-24,4.77,5.49,15.05
NOC,2020-01-30,2020-01-30,4.77,5.61,17.54
NOC,2020-04-29,2020-04-29,5.51,5.15,-6.5
NOC,2020-07-30,2020-07-30,5.32,6.01,12.91
NOC,2020-10-22,2020-10-22,5.62,5.89,4.73
NOC,2021-01-28,2021-01-28,5.76,6.59,14.37
NOC,2021-04-29,2021-04-29,5.48,6.57,19.82
NRG,2016-08-09,2016-08-09,0.2,-0.25,-223.76
NRG,2016-11-04,2016-11-04,0.93,0.64,-31.4
NRG,2017-02-28,2017-02-28,-0.29,-0.16,45.58
NRG,2017-05-02,2017-05-02,-0.28,-0.51,-80.21
NRG,2017-08-03,2017-08-03,-0.09,0.36,513.79
NRG,2017-11-02,2017-11-02,0.94,0.61,-34.76
NRG,2018-03-01,2018-03-01,0.26,0.25,-1.96
NRG,2018-05-03,2018-05-03,0.14,0.87,521.43
NRG,2018-08-02,2018-08-02,0.79,0.19,-76.01
NRG,2018-11-08,2018-11-08,1.31,0.96,-26.55
NRG,2019-02-28,2019-02-28,0.03,-0.18,-629.41
NRG,2019-05-02,2019-05-02,0.41,0.34,-17.27
NRG,2019-08-07,2019-08-07,0.76,0.7,-7.65
NRG,2019-11-07,2019-11-07,2.1,1.88,-10.65
NRG,2020-02-27,2020-02-27,0.59,0.43,-27.24
NRG,2020-05-07,2020-05-07,0.49,0.49,0.82
NRG,2020-08-06,2020-08-06,1.17,1.27,8.55
NRG,2020-11-05,2020-11-05,1.64,1.02,-37.92
NRG,2021-03-01,2021-03-01,0.41,-0.71,-274.02
NRG,2021-05-06,2021-05-06,0.13,-0.33,-361.9
NSC,2016-07-27,2016-07-27,1.35,1.36,1.04
NSC,2016-10-26,2016-10-26,1.45,1.55,7.12
NSC,2017-02-06,2017-01-25,1.36,1.42,4.26
NSC,2017-04-26,2017-04-26,1.36,1.48,8.5
NSC,2017-07-26,2017-07-26,1.65,1.71,3.64
NSC,2017-10-25,2017-10-25,1.64,1.75,6.45
NSC,2018-02-05,2018-01-24,1.57,1.69,7.71
NSC,2018-04-25,2018-04-25,1.77,1.93,8.98
NSC,2018-07-25,2018-07-25,2.33,2.5,7.43
NSC,2018-10-24,2018-10-24,2.44,2.52,3.15
NSC,2019-02-08,2019-01-24,2.29,2.57,12.08
NSC,2019-04-24,2019-04-24,2.18,2.51,15.08
NSC,2019-07-24,2019-07-24,2.79,2.7,-3.16
NSC,2019-10-23,2019-10-23,2.59,2.49,-3.68
NSC,2020-02-06,2020-01-29,2.28,2.55,11.84
NSC,2020-04-29,2020-04-29,2.25,2.58,14.77
NSC,2020-07-29,2020-07-29,1.33,1.53,14.69
NSC,2020-10-28,2020-10-28,2.38,2.51,5.33
NSC,2021-02-04,2021-01-27,2.48,2.63,6.09
NSC,2021-04-28,2021-04-28,2.54,2.66,4.72
NTAP,2016-09-02,2016-08-17,0.36,0.46,27.42
NTAP,2016-12-02,2016-11-16,0.54,0.6,10.29
NTAP,2017-02-28,2017-02-15,0.74,0.82,10.36
NTAP,2017-06-20,2017-05-24,0.82,0.86,4.62
NTAP,2017-08-29,2017-08-16,0.55,0.62,12.32
NTAP,2017-11-29,2017-11-15,0.69,0.81,17.39
NTAP,2018-02-22,2018-02-14,0.91,0.99,9.27
NTAP,2018-06-19,2018-05-23,1.01,1.05,4.27
NTAP,2018-08-21,2018-08-15,0.8,1.04,29.68
NTAP,2018-11-19,2018-11-14,0.99,1.06,6.96
NTAP,2019-02-19,2019-02-13,1.15,1.2,4.35
NTAP,2019-06-18,2019-05-22,1.25,1.22,-2.79
NTAP,2019-08-19,2019-08-14,0.58,0.65,12.65
NTAP,2019-11-18,2019-11-13,0.94,1.09,16.08
NTAP,2020-02-18,2020-02-12,1.18,1.16,-1.61
